idrecibo,fecha_emision,fecha_efecto,idpoliza,situacion,origen,importe_prima,importe_consorcio,importe_comision 
4046,2020-10-25,2020-10-26,1921,CO,MA,44042,24,33
4047,2021-10-30,2021-10-31,1256,AN,AU,17021,27,93
4048,2021-06-16,2021-06-17,1300,CO,MA,39071,13,5
4049,2021-10-16,2021-10-17,4,CO,AU,12215,15,78
4050,2021-11-11,2021-11-12,1280,AN,AU,37555,14,38
4051,2021-10-03,2021-10-04,697,CO,AU,10527,10,14
4052,2020-12-07,2020-12-08,1141,AN,MA,97159,8,2
4053,2020-10-28,2020-10-29,1986,CO,AU,14705,26,21
4054,2021-10-01,2021-10-02,75,AN,AU,68489,33,85
4055,2020-12-11,2020-12-12,1322,CO,MA,68658,7,14
4056,2021-06-13,2021-06-14,1777,CO,MA,16279,10,25
4057,2022-02-09,2022-02-10,1396,AN,MA,4343,14,97
4058,2022-06-04,2022-06-05,1651,CO,MA,95771,2,63
4059,2021-09-07,2021-09-08,54,AN,AU,95596,34,39
4060,2022-01-25,2022-01-26,164,CO,MA,73349,30,53
4061,2021-07-27,2021-07-28,1310,AN,MA,35848,13,98
4062,2021-11-26,2021-11-27,1442,AN,MA,4688,19,65
4063,2021-02-25,2021-02-26,1673,AN,MA,18282,34,45
4064,2021-10-12,2021-10-13,1745,CO,MA,28836,16,93
4065,2021-01-03,2021-01-04,1932,AN,AU,16796,6,22
4066,2022-04-18,2022-04-19,13,CO,AU,9083,4,29
4067,2022-05-19,2022-05-20,935,CO,AU,69258,22,2
4068,2021-03-15,2021-03-16,873,AN,AU,30943,30,83
4069,2021-06-29,2021-06-30,1047,CO,MA,76193,5,17
4070,2021-03-05,2021-03-06,1723,AN,AU,85109,3,93
4071,2021-08-08,2021-08-09,34,CO,AU,32024,1,13
4072,2021-12-02,2021-12-03,250,CO,MA,77409,20,79
4073,2022-06-08,2022-06-09,1522,AN,MA,75143,27,2
4074,2021-09-13,2021-09-14,571,CO,MA,57881,4,2
4075,2022-05-08,2022-05-09,28,CO,AU,17572,10,93
4076,2022-04-01,2022-04-02,1287,CO,MA,19102,13,19
4077,2021-05-23,2021-05-24,75,CO,AU,58080,12,90
4078,2021-02-04,2021-02-05,1716,CO,AU,98580,17,27
4079,2022-01-17,2022-01-18,1984,CO,MA,88017,15,55
4080,2021-08-14,2021-08-15,1577,CO,MA,72145,34,81
4081,2022-01-01,2022-01-02,1965,AN,MA,12907,7,13
4082,2022-04-15,2022-04-16,845,AN,MA,35075,16,24
4083,2022-03-19,2022-03-20,260,CO,AU,37138,17,44
4084,2022-05-13,2022-05-14,201,CO,MA,80857,19,68
4085,2021-10-15,2021-10-16,1855,AN,MA,40598,1,57
4086,2021-03-21,2021-03-22,1625,AN,MA,2811,5,69
4087,2021-02-20,2021-02-21,1684,CO,MA,94771,5,11
4088,2021-08-29,2021-08-30,226,AN,AU,75464,21,23
4089,2021-04-08,2021-04-09,1018,AN,AU,4153,26,10
4090,2020-11-13,2020-11-14,1399,AN,AU,83303,11,88
4091,2021-07-07,2021-07-08,1354,AN,MA,62133,19,51
4092,2021-10-23,2021-10-24,1353,AN,AU,39767,29,21
4093,2021-08-21,2021-08-22,1363,CO,MA,89473,25,62
4094,2021-04-15,2021-04-16,1653,CO,AU,7345,3,94
4095,2022-01-14,2022-01-15,1384,AN,MA,41507,10,65
4096,2022-07-03,2022-07-04,872,AN,MA,96037,2,36
4097,2022-03-25,2022-03-26,1749,AN,MA,20599,21,40
4098,2022-01-01,2022-01-02,156,AN,AU,6416,5,47
4099,2021-10-23,2021-10-24,487,CO,MA,63130,8,56
4100,2021-08-09,2021-08-10,1568,AN,AU,98513,7,63
4101,2022-05-05,2022-05-06,905,CO,AU,97622,12,14
4102,2022-01-09,2022-01-10,294,AN,MA,77061,29,25
4103,2021-12-13,2021-12-14,1826,AN,AU,99756,15,20
4104,2021-06-29,2021-06-30,655,AN,AU,44738,30,99
4105,2021-07-03,2021-07-04,1096,CO,MA,33463,3,52
4106,2021-05-06,2021-05-07,266,AN,MA,49312,32,80
4107,2021-02-10,2021-02-11,1726,AN,MA,80917,21,43
4108,2021-08-28,2021-08-29,659,CO,AU,45757,4,16
4109,2021-02-10,2021-02-11,1629,AN,AU,45101,2,66
4110,2022-01-31,2022-02-01,1819,CO,AU,20885,25,79
4111,2021-10-02,2021-10-03,1581,AN,AU,77674,27,48
4112,2021-02-20,2021-02-21,616,CO,MA,12563,1,94
4113,2021-01-02,2021-01-03,1143,AN,AU,51206,23,29
4114,2021-12-17,2021-12-18,1578,CO,MA,90053,26,90
4115,2022-06-16,2022-06-17,975,AN,MA,66825,1,17
4116,2020-12-16,2020-12-17,1949,AN,AU,80633,18,79
4117,2021-08-23,2021-08-24,189,AN,AU,72334,14,38
4118,2021-11-22,2021-11-23,176,AN,AU,69531,4,25
4119,2022-07-02,2022-07-03,1626,CO,MA,50724,20,29
4120,2022-03-20,2022-03-21,907,AN,AU,27454,12,12
4121,2020-10-15,2020-10-16,16,CO,MA,62612,13,82
4122,2021-05-31,2021-06-01,1957,AN,MA,67139,29,98
4123,2022-06-29,2022-06-30,1013,AN,MA,51619,16,77
4124,2021-02-23,2021-02-24,477,CO,AU,77346,19,52
4125,2022-07-01,2022-07-02,1326,AN,AU,18352,33,80
4126,2021-02-18,2021-02-19,1259,AN,AU,23749,33,4
4127,2020-11-27,2020-11-28,1196,CO,AU,84113,17,83
4128,2022-02-21,2022-02-22,356,CO,AU,90188,6,46
4129,2022-05-20,2022-05-21,1489,CO,AU,15517,27,62
4130,2022-04-08,2022-04-09,786,CO,MA,28789,10,11
4131,2021-05-24,2021-05-25,314,AN,AU,99158,3,14
4132,2020-11-03,2020-11-04,715,AN,AU,39697,19,81
4133,2021-10-21,2021-10-22,383,CO,MA,74219,13,34
4134,2020-10-11,2020-10-12,1598,AN,AU,10521,1,34
4135,2020-12-05,2020-12-06,1778,CO,MA,66989,23,29
4136,2022-03-10,2022-03-11,1085,CO,MA,88604,19,20
4137,2021-07-08,2021-07-09,466,AN,MA,20760,7,66
4138,2021-05-12,2021-05-13,1867,AN,MA,93703,16,64
4139,2022-03-17,2022-03-18,1497,CO,MA,40298,11,83
4140,2021-10-27,2021-10-28,1504,AN,AU,22487,13,97
4141,2020-10-12,2020-10-13,1906,CO,AU,45675,24,59
4142,2021-01-08,2021-01-09,189,CO,MA,57758,34,55
4143,2021-11-20,2021-11-21,106,CO,MA,83523,8,62
4144,2021-06-06,2021-06-07,74,CO,AU,31825,34,11
4145,2021-12-13,2021-12-14,1465,CO,AU,47676,10,83
4146,2022-05-29,2022-05-30,1507,AN,MA,38141,21,71
4147,2021-09-22,2021-09-23,679,CO,AU,10084,1,56
4148,2021-02-03,2021-02-04,1524,CO,MA,37606,6,61
4149,2021-05-23,2021-05-24,1218,CO,AU,96029,12,73
4150,2021-04-12,2021-04-13,1720,CO,MA,16602,32,20
4151,2020-11-02,2020-11-03,968,AN,MA,8672,11,71
4152,2020-10-13,2020-10-14,881,CO,AU,48154,6,63
4153,2021-10-08,2021-10-09,709,AN,MA,77316,3,3
4154,2021-07-26,2021-07-27,1155,AN,MA,47631,30,51
4155,2020-10-11,2020-10-12,1518,AN,AU,46828,20,44
4156,2021-04-18,2021-04-19,1609,AN,AU,89025,16,32
4157,2021-12-26,2021-12-27,478,AN,MA,34042,8,13
4158,2022-05-18,2022-05-19,1472,AN,MA,51925,12,48
4159,2021-07-03,2021-07-04,1897,CO,AU,49633,11,9
4160,2021-06-09,2021-06-10,1206,AN,MA,87328,5,73
4161,2022-02-07,2022-02-08,1536,CO,AU,28467,15,10
4162,2021-07-19,2021-07-20,1872,CO,AU,75766,16,34
4163,2021-12-08,2021-12-09,1031,AN,AU,89875,34,88
4164,2021-11-21,2021-11-22,1740,CO,AU,80889,8,74
4165,2022-01-27,2022-01-28,348,CO,MA,67682,24,11
4166,2021-11-19,2021-11-20,1384,AN,AU,92194,3,28
4167,2022-06-02,2022-06-03,1027,AN,MA,38519,9,64
4168,2021-05-26,2021-05-27,1434,CO,MA,20350,4,32
4169,2021-05-27,2021-05-28,533,CO,MA,91222,18,82
4170,2021-01-23,2021-01-24,1775,CO,AU,64635,21,99
4171,2022-05-01,2022-05-02,1508,AN,MA,85992,34,67
4172,2021-01-08,2021-01-09,1156,AN,MA,51432,30,38
4173,2021-12-25,2021-12-26,1274,CO,MA,73439,25,93
4174,2020-11-11,2020-11-12,129,AN,AU,1070,22,44
4175,2020-10-13,2020-10-14,220,AN,MA,43199,14,5
4176,2022-06-23,2022-06-24,1651,AN,MA,97513,22,74
4177,2022-03-05,2022-03-06,545,AN,MA,76932,31,50
4178,2020-11-18,2020-11-19,1415,CO,MA,91081,34,23
4179,2021-11-26,2021-11-27,1159,CO,AU,92972,13,58
4180,2021-03-27,2021-03-28,872,CO,MA,16692,2,63
4181,2022-04-14,2022-04-15,340,CO,MA,31052,9,88
4182,2021-12-13,2021-12-14,432,AN,MA,58847,27,51
4183,2021-02-14,2021-02-15,302,AN,MA,62029,12,76
4184,2020-12-26,2020-12-27,1052,AN,MA,31628,12,91
4185,2022-04-12,2022-04-13,1692,AN,AU,47722,15,93
4186,2022-04-30,2022-05-01,726,AN,AU,17208,16,53
4187,2022-01-20,2022-01-21,446,AN,AU,69288,5,88
4188,2022-03-04,2022-03-05,1287,AN,AU,35790,33,74
4189,2021-02-24,2021-02-25,1377,CO,AU,13857,18,86
4190,2021-05-18,2021-05-19,45,AN,MA,47538,29,42
4191,2020-10-25,2020-10-26,1812,AN,AU,92352,23,42
4192,2021-09-16,2021-09-17,1624,CO,AU,34025,34,75
4193,2021-08-29,2021-08-30,781,AN,MA,85316,30,37
4194,2021-05-12,2021-05-13,1694,CO,AU,89966,30,35
4195,2021-04-19,2021-04-20,24,AN,MA,39326,15,81
4196,2021-07-07,2021-07-08,1364,CO,AU,26808,28,64
4197,2020-10-21,2020-10-22,1708,CO,MA,41526,26,75
4198,2021-04-25,2021-04-26,463,CO,AU,17090,2,80
4199,2021-09-28,2021-09-29,1146,CO,MA,94728,10,8
4200,2021-02-22,2021-02-23,920,AN,MA,87313,31,81
4201,2021-08-30,2021-08-31,1889,AN,MA,57894,12,9
4202,2022-04-04,2022-04-05,1113,AN,AU,95218,7,73
4203,2020-11-13,2020-11-14,538,AN,MA,23095,20,14
4204,2021-04-16,2021-04-17,99,CO,AU,32802,30,25
4205,2021-12-20,2021-12-21,235,AN,MA,19861,31,34
4206,2022-02-20,2022-02-21,1594,CO,MA,94807,9,96
4207,2021-12-16,2021-12-17,1647,CO,AU,44633,8,43
4208,2020-11-25,2020-11-26,85,AN,AU,45872,3,97
4209,2022-01-10,2022-01-11,1020,CO,AU,85101,28,54
4210,2021-04-12,2021-04-13,765,CO,AU,47196,24,14
4211,2021-12-20,2021-12-21,1017,AN,MA,64282,26,90
4212,2022-05-18,2022-05-19,1107,CO,AU,15334,16,85
4213,2021-04-22,2021-04-23,656,CO,AU,42151,28,30
4214,2021-04-29,2021-04-30,120,AN,MA,67515,31,76
4215,2022-06-13,2022-06-14,700,AN,AU,73224,27,78
4216,2022-06-09,2022-06-10,1559,CO,MA,58074,28,45
4217,2022-04-04,2022-04-05,1283,AN,AU,27219,19,3
4218,2021-09-11,2021-09-12,175,CO,MA,89691,19,29
4219,2021-06-26,2021-06-27,1766,AN,MA,43989,28,5
4220,2021-09-27,2021-09-28,146,CO,AU,68478,3,70
4221,2022-06-10,2022-06-11,206,AN,AU,90330,27,55
4222,2022-05-14,2022-05-15,473,AN,AU,91734,15,97
4223,2021-02-22,2021-02-23,765,AN,AU,14038,28,41
4224,2022-04-19,2022-04-20,190,CO,AU,89697,14,81
4225,2021-01-12,2021-01-13,121,AN,AU,56956,14,27
4226,2020-11-05,2020-11-06,144,CO,MA,79687,22,83
4227,2021-05-31,2021-06-01,1246,CO,AU,92657,11,43
4228,2021-03-15,2021-03-16,363,CO,MA,76291,10,92
4229,2022-05-21,2022-05-22,387,AN,AU,65560,18,41
4230,2021-04-05,2021-04-06,1521,AN,AU,90221,28,82
4231,2022-02-03,2022-02-04,259,AN,AU,21803,10,47
4232,2021-10-09,2021-10-10,845,CO,MA,91129,6,58
4233,2021-11-15,2021-11-16,1203,CO,AU,28690,10,47
4234,2022-01-17,2022-01-18,1042,CO,MA,39139,22,37
4235,2021-06-23,2021-06-24,282,AN,MA,9625,24,1
4236,2022-01-02,2022-01-03,1280,AN,MA,22145,5,63
4237,2021-10-15,2021-10-16,428,AN,AU,2945,30,2
4238,2021-12-23,2021-12-24,1316,AN,AU,66410,17,26
4239,2021-03-21,2021-03-22,322,AN,MA,18140,26,19
4240,2022-04-01,2022-04-02,296,AN,MA,29762,3,21
4241,2020-12-25,2020-12-26,1382,CO,MA,34554,20,36
4242,2021-02-26,2021-02-27,592,CO,MA,66420,1,53
4243,2021-01-16,2021-01-17,703,AN,AU,76855,15,2
4244,2021-08-20,2021-08-21,424,CO,AU,9944,2,58
4245,2021-07-04,2021-07-05,1232,AN,MA,95188,8,94
4246,2020-10-24,2020-10-25,390,AN,AU,79039,22,61
4247,2022-01-29,2022-01-30,1159,CO,MA,34358,7,47
4248,2021-11-01,2021-11-02,667,AN,AU,1170,2,23
4249,2021-02-08,2021-02-09,917,CO,MA,40854,21,20
4250,2021-07-05,2021-07-06,210,CO,AU,54831,3,71
4251,2021-07-06,2021-07-07,1669,AN,MA,74751,9,73
4252,2022-06-19,2022-06-20,897,AN,AU,45155,29,17
4253,2020-11-15,2020-11-16,1671,CO,MA,10460,25,2
4254,2021-12-07,2021-12-08,245,CO,MA,76553,9,22
4255,2022-02-04,2022-02-05,198,CO,AU,90165,32,90
4256,2020-12-20,2020-12-21,1494,AN,MA,83448,9,70
4257,2021-10-03,2021-10-04,1888,CO,MA,37766,21,52
4258,2020-11-21,2020-11-22,1835,AN,MA,90040,27,62
4259,2020-12-19,2020-12-20,1242,AN,AU,83016,20,78
4260,2020-11-28,2020-11-29,365,CO,AU,73650,16,50
4261,2021-11-14,2021-11-15,655,CO,MA,2147,32,16
4262,2021-06-20,2021-06-21,527,CO,MA,21456,7,55
4263,2022-03-17,2022-03-18,1371,AN,AU,69281,12,8
4264,2022-06-18,2022-06-19,1031,CO,MA,36020,4,63
4265,2021-09-30,2021-10-01,929,CO,MA,1987,28,67
4266,2021-07-05,2021-07-06,102,AN,MA,45320,11,83
4267,2021-03-21,2021-03-22,1307,CO,MA,94376,33,22
4268,2020-11-25,2020-11-26,865,AN,AU,74714,29,26
4269,2022-01-12,2022-01-13,244,CO,MA,60855,11,14
4270,2021-01-10,2021-01-11,308,AN,MA,99205,27,70
4271,2022-02-24,2022-02-25,339,AN,MA,16114,7,25
4272,2020-12-09,2020-12-10,1013,CO,AU,81744,19,89
4273,2021-08-27,2021-08-28,1810,AN,AU,99167,34,53
4274,2022-02-28,2022-03-01,1921,AN,MA,67672,24,4
4275,2020-12-07,2020-12-08,260,AN,MA,55035,24,50
4276,2021-02-02,2021-02-03,547,CO,AU,71155,8,68
4277,2020-11-13,2020-11-14,1622,AN,AU,1263,8,49
4278,2022-07-01,2022-07-02,1275,CO,AU,67163,28,79
4279,2021-05-25,2021-05-26,1509,AN,MA,68828,26,24
4280,2022-05-04,2022-05-05,1164,CO,MA,92950,5,9
4281,2020-11-28,2020-11-29,1521,AN,MA,46465,8,89
4282,2022-04-04,2022-04-05,1450,CO,MA,61589,6,72
4283,2022-04-06,2022-04-07,1876,CO,MA,24498,13,21
4284,2021-07-13,2021-07-14,1823,AN,AU,54519,21,98
4285,2022-03-11,2022-03-12,108,AN,AU,17999,7,56
4286,2022-02-09,2022-02-10,1527,AN,AU,56033,2,70
4287,2021-05-25,2021-05-26,1336,CO,AU,7572,4,71
4288,2021-04-27,2021-04-28,771,AN,AU,14063,29,11
4289,2022-04-21,2022-04-22,1040,CO,MA,36317,12,41
4290,2022-06-22,2022-06-23,543,CO,MA,87821,16,11
4291,2021-08-01,2021-08-02,1480,CO,AU,92385,13,78
4292,2022-07-03,2022-07-04,1794,CO,MA,51174,19,33
4293,2022-02-28,2022-03-01,183,CO,MA,66604,33,30
4294,2022-03-06,2022-03-07,1723,AN,MA,60135,8,26
4295,2021-10-31,2021-11-01,1212,CO,AU,78491,20,44
4296,2022-05-15,2022-05-16,423,CO,AU,30672,3,39
4297,2022-06-27,2022-06-28,971,AN,AU,55239,6,2
4298,2021-08-13,2021-08-14,540,CO,MA,22741,11,61
4299,2021-11-19,2021-11-20,462,CO,AU,72669,3,37
4300,2020-11-13,2020-11-14,874,AN,MA,50015,26,75
4301,2021-08-22,2021-08-23,91,AN,MA,38516,20,74
4302,2021-01-26,2021-01-27,1480,AN,AU,22368,16,95
4303,2022-06-15,2022-06-16,1089,AN,AU,77358,14,11
4304,2020-11-27,2020-11-28,454,CO,AU,27865,15,96
4305,2021-05-10,2021-05-11,882,CO,AU,64878,19,20
4306,2022-05-31,2022-06-01,1898,CO,AU,92709,9,80
4307,2021-03-22,2021-03-23,1366,CO,AU,58822,4,95
4308,2021-02-04,2021-02-05,1812,AN,AU,93782,23,11
4309,2020-11-19,2020-11-20,164,CO,AU,13868,33,41
4310,2021-06-22,2021-06-23,362,AN,AU,47560,19,8
4311,2021-10-23,2021-10-24,1375,AN,MA,50426,34,91
4312,2022-04-19,2022-04-20,1690,CO,AU,77117,8,3
4313,2021-02-03,2021-02-04,1111,CO,AU,14787,21,14
4314,2020-10-29,2020-10-30,1979,CO,AU,5764,33,14
4315,2022-01-23,2022-01-24,913,CO,AU,15907,31,69
4316,2021-10-19,2021-10-20,233,CO,MA,70725,4,14
4317,2021-06-22,2021-06-23,700,AN,MA,40761,13,31
4318,2021-06-21,2021-06-22,1349,AN,AU,48197,5,76
4319,2022-05-12,2022-05-13,842,CO,AU,71628,25,54
4320,2021-04-18,2021-04-19,1692,CO,AU,95938,18,63
4321,2021-11-05,2021-11-06,673,AN,MA,22772,29,92
4322,2022-05-08,2022-05-09,1179,AN,AU,97648,22,48
4323,2021-04-27,2021-04-28,1603,CO,MA,59398,14,7
4324,2022-06-11,2022-06-12,1560,AN,MA,3392,19,9
4325,2021-11-12,2021-11-13,477,AN,MA,33920,9,34
4326,2021-01-07,2021-01-08,1498,AN,MA,16950,24,96
4327,2021-11-28,2021-11-29,203,AN,AU,73258,23,92
4328,2021-03-13,2021-03-14,702,AN,AU,41631,32,76
4329,2021-07-11,2021-07-12,862,CO,MA,16225,11,66
4330,2021-10-06,2021-10-07,530,CO,AU,38662,2,81
4331,2021-09-13,2021-09-14,49,AN,AU,57929,17,85
4332,2021-03-19,2021-03-20,1118,AN,MA,93862,9,75
4333,2022-04-11,2022-04-12,1948,CO,AU,66002,16,55
4334,2020-12-19,2020-12-20,1134,CO,MA,34801,9,57
4335,2021-03-01,2021-03-02,1213,CO,MA,65376,29,17
4336,2020-12-01,2020-12-02,1736,CO,MA,85321,27,7
4337,2021-01-16,2021-01-17,152,AN,MA,16732,31,27
4338,2022-04-29,2022-04-30,219,AN,MA,25939,21,11
4339,2022-05-12,2022-05-13,812,CO,MA,10678,24,34
4340,2020-10-25,2020-10-26,1208,CO,AU,49230,14,83
4341,2021-02-15,2021-02-16,20,AN,MA,40655,19,88
4342,2022-01-08,2022-01-09,445,AN,MA,20329,29,63
4343,2021-07-21,2021-07-22,316,CO,MA,69773,29,55
4344,2021-12-24,2021-12-25,679,CO,AU,63658,8,46
4345,2021-11-16,2021-11-17,1358,AN,AU,95811,11,40
4346,2022-03-10,2022-03-11,627,AN,AU,57928,17,20
4347,2021-09-13,2021-09-14,606,AN,AU,16310,25,68
4348,2022-05-26,2022-05-27,71,AN,MA,52951,27,21
4349,2021-06-19,2021-06-20,1711,CO,MA,6974,22,3
4350,2022-04-28,2022-04-29,476,AN,AU,88876,18,5
4351,2020-10-17,2020-10-18,1848,CO,MA,63260,16,80
4352,2021-06-16,2021-06-17,567,CO,AU,68238,15,53
4353,2021-12-28,2021-12-29,1960,CO,AU,31311,10,76
4354,2020-12-05,2020-12-06,622,CO,AU,54674,32,26
4355,2021-04-13,2021-04-14,1769,AN,MA,35090,29,23
4356,2022-06-27,2022-06-28,754,AN,MA,14320,8,90
4357,2020-10-26,2020-10-27,580,CO,MA,16168,12,91
4358,2021-01-06,2021-01-07,627,CO,MA,14337,33,85
4359,2020-12-19,2020-12-20,1084,AN,MA,85063,10,99
4360,2021-09-17,2021-09-18,198,CO,MA,95434,14,19
4361,2021-03-08,2021-03-09,324,CO,AU,57298,33,71
4362,2021-02-19,2021-02-20,848,CO,MA,86172,21,75
4363,2022-03-22,2022-03-23,1575,CO,AU,64752,32,10
4364,2022-04-19,2022-04-20,1931,AN,AU,18709,12,20
4365,2022-05-10,2022-05-11,516,CO,MA,84863,31,35
4366,2022-03-08,2022-03-09,656,AN,AU,70647,6,92
4367,2021-07-23,2021-07-24,350,CO,MA,56661,20,94
4368,2021-10-19,2021-10-20,1904,CO,MA,71051,6,79
4369,2020-11-16,2020-11-17,608,AN,MA,27308,25,94
4370,2021-05-03,2021-05-04,1670,CO,AU,593,29,54
4371,2022-04-30,2022-05-01,1230,CO,AU,28470,25,98
4372,2021-05-21,2021-05-22,830,CO,MA,29506,4,21
4373,2020-11-10,2020-11-11,614,CO,MA,69339,13,62
4374,2021-06-01,2021-06-02,467,AN,MA,14693,33,8
4375,2021-11-05,2021-11-06,430,CO,AU,58093,33,44
4376,2021-12-18,2021-12-19,1148,AN,AU,15780,10,82
4377,2021-06-21,2021-06-22,1910,AN,MA,97963,7,1
4378,2021-11-21,2021-11-22,1548,CO,AU,4185,4,92
4379,2020-11-15,2020-11-16,999,AN,MA,23353,33,1
4380,2022-02-02,2022-02-03,135,CO,MA,21345,10,3
4381,2021-09-28,2021-09-29,629,AN,MA,25297,22,12
4382,2021-05-28,2021-05-29,902,AN,MA,35902,9,48
4383,2022-06-04,2022-06-05,1193,CO,MA,79719,17,71
4384,2021-12-22,2021-12-23,1632,AN,AU,17432,27,90
4385,2021-07-21,2021-07-22,1182,AN,MA,87795,19,4
4386,2021-03-18,2021-03-19,1786,AN,AU,47779,16,19
4387,2021-11-29,2021-11-30,1873,AN,AU,18622,34,18
4388,2021-03-18,2021-03-19,698,CO,MA,53125,8,67
4389,2020-10-19,2020-10-20,1062,AN,MA,57164,29,66
4390,2021-12-30,2021-12-31,1586,CO,AU,40544,11,25
4391,2021-10-11,2021-10-12,1098,AN,MA,42213,7,10
4392,2020-12-14,2020-12-15,1157,CO,AU,51985,24,21
4393,2022-04-14,2022-04-15,881,CO,MA,61399,21,90
4394,2022-02-13,2022-02-14,1868,AN,AU,29277,14,85
4395,2021-06-02,2021-06-03,1971,CO,AU,22554,17,21
4396,2021-02-08,2021-02-09,1517,AN,MA,47413,34,43
4397,2022-07-01,2022-07-02,696,AN,MA,33155,11,22
4398,2022-01-22,2022-01-23,634,AN,MA,79147,18,20
4399,2022-04-03,2022-04-04,242,AN,MA,46406,17,89
4400,2021-03-01,2021-03-02,745,CO,MA,66103,25,35
4401,2021-03-16,2021-03-17,596,AN,AU,8334,5,12
4402,2021-11-24,2021-11-25,1117,CO,AU,78569,25,86
4403,2022-02-17,2022-02-18,1639,AN,AU,19219,34,78
4404,2020-12-13,2020-12-14,233,CO,AU,46923,30,64
4405,2022-04-17,2022-04-18,1614,AN,AU,12837,29,31
4406,2021-08-24,2021-08-25,1874,AN,MA,67427,19,93
4407,2021-12-29,2021-12-30,677,CO,AU,68270,22,92
4408,2021-08-08,2021-08-09,687,AN,AU,72099,29,10
4409,2020-11-19,2020-11-20,1625,CO,MA,19817,2,89
4410,2022-03-08,2022-03-09,611,CO,AU,80314,20,61
4411,2021-09-28,2021-09-29,981,CO,AU,11676,29,37
4412,2021-06-10,2021-06-11,1183,CO,AU,83815,6,16
4413,2021-01-04,2021-01-05,367,CO,AU,58284,32,66
4414,2022-06-09,2022-06-10,1882,AN,MA,95124,27,45
4415,2021-08-01,2021-08-02,1935,AN,AU,1485,31,5
4416,2021-05-04,2021-05-05,584,AN,AU,74419,8,18
4417,2021-04-21,2021-04-22,606,CO,MA,31021,4,27
4418,2021-12-26,2021-12-27,1255,CO,MA,87575,21,48
4419,2022-02-20,2022-02-21,1453,AN,AU,27676,7,93
4420,2020-12-15,2020-12-16,884,AN,MA,68624,9,66
4421,2022-04-04,2022-04-05,1784,CO,MA,62528,16,29
4422,2021-09-06,2021-09-07,1910,AN,AU,48945,21,83
4423,2021-03-02,2021-03-03,1139,AN,AU,70571,33,76
4424,2021-01-20,2021-01-21,891,CO,AU,95834,28,16
4425,2021-11-27,2021-11-28,798,CO,MA,33018,12,20
4426,2021-10-08,2021-10-09,341,AN,AU,21748,4,78
4427,2022-05-30,2022-05-31,74,AN,MA,92871,2,9
4428,2022-04-04,2022-04-05,1911,AN,AU,54595,32,37
4429,2021-01-18,2021-01-19,1940,CO,AU,52897,14,75
4430,2022-03-15,2022-03-16,1524,CO,AU,32681,30,57
4431,2021-10-15,2021-10-16,745,AN,AU,22343,26,26
4432,2021-04-18,2021-04-19,1568,CO,MA,12568,23,90
4433,2021-02-21,2021-02-22,366,AN,MA,92668,16,30
4434,2021-08-23,2021-08-24,751,AN,MA,7446,9,33
4435,2021-05-30,2021-05-31,693,AN,MA,52571,15,94
4436,2021-02-23,2021-02-24,584,CO,MA,58148,30,44
4437,2021-08-03,2021-08-04,1557,CO,AU,33689,19,63
4438,2022-03-11,2022-03-12,1180,AN,AU,90338,20,88
4439,2020-10-17,2020-10-18,1520,CO,AU,68868,17,50
4440,2021-06-28,2021-06-29,1774,AN,AU,14040,30,95
4441,2022-02-11,2022-02-12,1751,CO,MA,58058,14,67
4442,2022-06-14,2022-06-15,424,CO,MA,80826,5,26
4443,2020-10-27,2020-10-28,760,AN,MA,50572,25,23
4444,2021-03-07,2021-03-08,609,AN,MA,90512,2,2
4445,2022-03-20,2022-03-21,486,CO,AU,25812,18,9
4446,2022-04-25,2022-04-26,197,AN,AU,95545,22,94
4447,2021-09-03,2021-09-04,340,AN,MA,32352,14,13
4448,2021-05-19,2021-05-20,872,CO,AU,23891,25,48
4449,2020-11-20,2020-11-21,1537,CO,MA,9311,29,70
4450,2021-04-19,2021-04-20,1757,AN,MA,73899,7,88
4451,2021-05-13,2021-05-14,1375,AN,AU,11507,11,53
4452,2021-04-24,2021-04-25,628,AN,AU,59581,9,87
4453,2021-12-01,2021-12-02,1026,AN,AU,72671,23,97
4454,2022-02-15,2022-02-16,527,CO,AU,84500,9,73
4455,2022-04-14,2022-04-15,2,AN,AU,57921,12,12
4456,2020-12-30,2020-12-31,298,AN,MA,69570,24,99
4457,2021-10-17,2021-10-18,1146,CO,MA,40103,12,47
4458,2021-11-28,2021-11-29,1547,AN,AU,26765,17,25
4459,2021-04-08,2021-04-09,1234,AN,MA,2335,13,51
4460,2021-02-26,2021-02-27,790,AN,AU,64466,34,2
4461,2021-07-12,2021-07-13,741,CO,MA,52295,34,87
4462,2021-08-19,2021-08-20,95,AN,AU,59938,24,20
4463,2021-08-10,2021-08-11,894,AN,AU,4862,5,27
4464,2021-10-08,2021-10-09,1373,CO,AU,90527,32,21
4465,2022-04-08,2022-04-09,1161,AN,AU,67891,2,3
4466,2021-06-10,2021-06-11,343,AN,AU,10298,3,22
4467,2021-10-09,2021-10-10,1546,AN,MA,87679,22,99
4468,2021-12-24,2021-12-25,1013,AN,MA,8391,3,43
4469,2021-08-12,2021-08-13,968,CO,AU,71081,5,73
4470,2021-12-02,2021-12-03,796,AN,MA,53400,20,27
4471,2021-04-28,2021-04-29,1011,AN,MA,84755,22,61
4472,2021-03-23,2021-03-24,1546,AN,AU,23660,18,38
4473,2021-12-02,2021-12-03,595,CO,AU,17665,31,73
