idpago,idsiniestro,estado,fecha_pago,importe_pago,tipo_pago 
3001,565,AN,9999-12-31,20670,E
3002,2107,AN,9999-12-31,5665,T
3003,3955,CO,2022-03-22,23430,E
3004,2928,AN,9999-12-31,71933,E
3005,2637,CO,2022-05-06,94054,E
3006,3359,CO,2021-06-23,95500,T
3007,3586,AN,9999-12-31,44166,T
3008,3049,AN,9999-12-31,96492,T
3009,2431,CO,2021-01-03,92049,T
3010,1146,AN,9999-12-31,11454,T
3011,3199,AN,9999-12-31,80182,T
3012,1990,CO,2022-04-16,18533,T
3013,3565,CO,2020-12-11,4954,T
3014,2658,AN,9999-12-31,6130,T
3015,1680,CO,2022-03-21,61718,T
3016,305,CO,2022-01-11,401,E
3017,3343,AN,9999-12-31,91114,T
3018,723,CO,2021-11-10,63312,T
3019,53,AN,9999-12-31,91641,E
3020,3775,CO,2021-06-06,20897,T
3021,1433,AN,9999-12-31,71918,E
3022,3165,CO,2021-06-13,26793,T
3023,155,CO,2021-08-31,67606,E
3024,3883,AN,9999-12-31,48960,T
3025,2619,AN,9999-12-31,52912,E
3026,719,AN,9999-12-31,28743,E
3027,3461,AN,9999-12-31,87256,T
3028,3943,CO,2021-11-07,99191,T
3029,1272,AN,9999-12-31,67427,T
3030,896,CO,2022-02-10,52539,E
3031,3197,AN,9999-12-31,27702,T
3032,2385,AN,9999-12-31,90213,E
3033,2065,AN,9999-12-31,58141,E
3034,348,AN,9999-12-31,89997,E
3035,1441,CO,2021-08-29,31758,E
3036,3991,CO,2022-05-22,73514,E
3037,2919,CO,2022-06-07,88981,E
3038,161,AN,9999-12-31,17718,E
3039,3722,AN,9999-12-31,19547,E
3040,1213,AN,9999-12-31,36383,E
3041,3708,CO,2022-03-02,48029,E
3042,3875,AN,9999-12-31,39032,E
3043,3653,CO,2020-10-15,18967,T
3044,888,CO,2022-01-29,32784,E
3045,1251,AN,9999-12-31,99551,E
3046,3000,AN,9999-12-31,19040,T
3047,3787,AN,9999-12-31,19920,E
3048,1948,AN,9999-12-31,43584,E
3049,2030,AN,9999-12-31,39390,T
3050,3614,AN,9999-12-31,60612,E
3051,2799,AN,9999-12-31,48291,E
3052,431,AN,9999-12-31,97600,T
3053,1669,AN,9999-12-31,26731,T
3054,435,AN,9999-12-31,39546,T
3055,2352,AN,9999-12-31,87391,E
3056,3851,CO,2021-12-09,82029,E
3057,446,AN,9999-12-31,21295,T
3058,3529,AN,9999-12-31,92644,T
3059,2612,AN,9999-12-31,61532,T
3060,3923,CO,2022-05-02,37816,E
3061,270,CO,2022-06-06,5990,T
3062,970,CO,2022-05-21,91931,T
3063,3602,AN,9999-12-31,53961,E
3064,629,CO,2021-12-22,63414,T
3065,2200,CO,2021-02-15,96058,E
3066,1749,AN,9999-12-31,90245,T
3067,3753,CO,2022-06-24,48812,E
3068,974,AN,9999-12-31,80088,E
3069,1576,AN,9999-12-31,31148,T
3070,1203,AN,9999-12-31,6502,E
3071,1251,AN,9999-12-31,6066,E
3072,3554,CO,2021-02-05,23899,T
3073,165,CO,2021-03-26,26842,T
3074,2313,CO,2020-11-12,54701,E
3075,731,AN,9999-12-31,91757,E
3076,1801,CO,2022-02-18,97875,E
3077,2824,CO,2022-01-18,21586,E
3078,2923,CO,2022-05-23,57829,E
3079,3127,CO,2021-09-03,66875,T
3080,218,CO,2022-05-04,39762,E
3081,1285,AN,9999-12-31,25995,T
3082,3752,CO,2021-11-03,83392,T
3083,346,CO,2021-12-08,39954,T
3084,1117,AN,9999-12-31,27418,E
3085,3424,CO,2021-05-06,87160,T
3086,3180,CO,2020-10-27,31427,T
3087,3790,AN,9999-12-31,25982,T
3088,98,CO,2020-10-18,52479,T
3089,1203,CO,2021-08-18,83368,T
3090,770,AN,9999-12-31,10043,T
3091,2661,AN,9999-12-31,80777,E
3092,3219,CO,2021-05-21,5832,E
3093,1822,CO,2021-01-01,37764,T
3094,3156,AN,9999-12-31,93724,E
3095,3764,CO,2022-03-12,18824,T
3096,3776,CO,2022-04-25,24523,E
3097,2267,CO,2020-11-06,70426,T
3098,1032,CO,2021-07-25,96334,T
3099,2951,AN,9999-12-31,3268,T
3100,1532,CO,2022-05-13,59917,T
3101,3849,CO,2022-05-24,76964,E
3102,1420,AN,9999-12-31,45059,T
3103,1820,AN,9999-12-31,76512,E
3104,677,AN,9999-12-31,86551,E
3105,3704,CO,2022-05-01,75587,E
3106,3002,AN,9999-12-31,90806,E
3107,2448,CO,2020-11-20,4837,T
3108,382,AN,9999-12-31,45038,T
3109,873,CO,2022-01-14,79532,T
3110,2815,CO,2021-06-19,17427,T
3111,400,CO,2022-02-11,23080,T
3112,3778,AN,9999-12-31,89148,E
3113,1319,AN,9999-12-31,38671,T
3114,715,CO,2021-03-13,71738,E
3115,362,AN,9999-12-31,40403,T
3116,3571,AN,9999-12-31,33848,E
3117,3945,CO,2021-11-10,76080,T
3118,3511,CO,2021-08-27,23387,E
3119,2488,AN,9999-12-31,78797,T
3120,2767,CO,2022-01-24,46484,T
3121,2262,AN,9999-12-31,95050,T
3122,1356,AN,9999-12-31,68628,E
3123,3461,AN,9999-12-31,25484,E
3124,359,AN,9999-12-31,36546,E
3125,1060,CO,2020-12-01,51242,T
3126,2079,AN,9999-12-31,77686,E
3127,599,AN,9999-12-31,6875,T
3128,3368,AN,9999-12-31,68145,E
3129,926,AN,9999-12-31,4766,T
3130,3267,CO,2020-11-28,13840,T
3131,2145,AN,9999-12-31,79536,T
3132,1715,AN,9999-12-31,21193,T
3133,509,AN,9999-12-31,11990,E
3134,2868,CO,2022-03-25,46298,T
3135,3283,AN,9999-12-31,62425,E
3136,538,CO,2022-06-02,60116,E
3137,849,CO,2021-03-18,11589,E
3138,2908,CO,2021-07-11,91635,E
3139,661,AN,9999-12-31,19954,E
3140,3669,CO,2022-05-29,54576,E
3141,3491,CO,2021-11-30,91250,T
3142,2336,CO,2022-05-20,56231,E
3143,1368,CO,2022-04-22,21294,T
3144,775,CO,2022-05-04,46975,T
3145,437,CO,2021-10-16,66512,E
3146,735,CO,2021-05-20,50002,T
3147,1424,CO,2022-01-28,59512,T
3148,355,AN,9999-12-31,34193,E
3149,1590,CO,2021-11-27,4311,E
3150,2246,AN,9999-12-31,75684,T
3151,3241,CO,2021-02-27,18092,E
3152,596,AN,9999-12-31,71635,T
3153,871,CO,2021-02-17,17891,T
3154,179,CO,2021-11-02,21373,T
3155,656,AN,9999-12-31,80223,E
3156,2888,AN,9999-12-31,93973,T
3157,2059,CO,2021-01-16,39995,E
3158,1527,CO,2022-05-25,266,E
3159,2833,AN,9999-12-31,84847,E
3160,507,AN,9999-12-31,3611,T
3161,450,AN,9999-12-31,42206,E
3162,2349,AN,9999-12-31,99128,E
3163,780,CO,2020-11-12,46022,E
3164,3492,AN,9999-12-31,80036,E
3165,3042,CO,2022-04-22,45824,E
3166,3630,CO,2021-06-04,7995,T
3167,2180,CO,2021-08-30,68374,E
3168,1231,AN,9999-12-31,46620,T
3169,2424,AN,9999-12-31,7307,T
3170,811,AN,9999-12-31,49309,E
3171,159,CO,2021-10-20,97707,E
3172,1126,AN,9999-12-31,24016,E
3173,1988,CO,2021-01-03,12711,T
3174,3706,CO,2022-03-18,39961,T
3175,1673,AN,9999-12-31,83823,E
3176,1626,AN,9999-12-31,46394,T
3177,2344,AN,9999-12-31,13122,T
3178,3396,CO,2022-02-14,13375,T
3179,333,CO,2021-06-30,42771,E
3180,2402,CO,2021-07-27,65453,E
3181,97,AN,9999-12-31,98343,T
3182,1745,CO,2020-12-01,58428,T
3183,2382,CO,2022-01-22,76587,E
3184,1508,AN,9999-12-31,17893,T
3185,1994,CO,2021-11-10,90973,E
3186,3300,CO,2022-02-06,31598,T
3187,1889,CO,2021-12-21,66471,T
3188,3592,AN,9999-12-31,85362,E
3189,1908,CO,2022-06-06,4903,T
3190,2620,CO,2021-10-08,45213,E
3191,809,AN,9999-12-31,83187,E
3192,2595,CO,2021-03-31,91316,T
3193,2181,CO,2021-04-30,14082,E
3194,1090,CO,2020-11-03,14860,E
3195,2417,AN,9999-12-31,30670,E
3196,1889,CO,2021-09-19,45682,E
3197,3116,CO,2021-06-16,90856,E
3198,1413,CO,2021-07-10,81315,T
3199,90,CO,2021-05-29,56032,E
3200,3431,CO,2022-06-12,85631,T
3201,2231,CO,2021-10-12,15638,T
3202,3713,CO,2022-03-11,94474,T
3203,3951,CO,2021-02-01,10149,E
3204,658,AN,9999-12-31,97212,E
3205,939,AN,9999-12-31,28436,T
3206,3012,AN,9999-12-31,29887,E
3207,3985,AN,9999-12-31,48917,E
3208,2214,AN,9999-12-31,92761,T
3209,2651,AN,9999-12-31,99894,E
3210,3255,AN,9999-12-31,73742,E
3211,1139,CO,2021-11-11,80020,E
3212,2831,AN,9999-12-31,55324,E
3213,149,CO,2020-12-26,64450,T
3214,1660,CO,2022-02-13,14703,T
3215,640,CO,2021-07-19,40936,T
3216,928,CO,2020-10-21,88178,E
3217,1406,CO,2021-05-31,34151,T
3218,246,AN,9999-12-31,27962,T
3219,1070,AN,9999-12-31,91306,E
3220,2223,AN,9999-12-31,54707,E
3221,744,CO,2022-05-28,83947,E
3222,3073,AN,9999-12-31,6125,E
3223,671,CO,2021-08-22,81862,E
3224,3762,AN,9999-12-31,4953,T
3225,628,AN,9999-12-31,96084,E
3226,1074,CO,2020-12-05,72745,T
3227,1376,AN,9999-12-31,72823,E
3228,1182,AN,9999-12-31,43335,E
3229,2649,AN,9999-12-31,87707,E
3230,746,AN,9999-12-31,29913,E
3231,2451,CO,2021-06-25,41809,T
3232,2716,CO,2021-10-25,4831,E
3233,131,CO,2021-11-05,28883,T
3234,2760,CO,2021-08-09,82907,E
3235,3577,AN,9999-12-31,84960,T
3236,2790,CO,2021-10-28,44121,E
3237,3867,CO,2020-10-28,4935,T
3238,347,CO,2020-11-12,92062,E
3239,1158,AN,9999-12-31,83926,T
3240,1542,CO,2022-02-16,82137,T
3241,3586,AN,9999-12-31,31006,E
3242,3442,AN,9999-12-31,59890,E
3243,2361,CO,2021-12-11,27776,T
3244,2016,CO,2021-08-17,20458,E
3245,1502,CO,2021-07-31,26889,E
3246,2351,AN,9999-12-31,44617,E
3247,196,CO,2022-03-28,24196,E
3248,345,CO,2021-12-18,46495,T
3249,2510,CO,2022-01-28,775,T
3250,1060,CO,2021-05-19,48309,E
3251,2237,AN,9999-12-31,16789,E
3252,3556,AN,9999-12-31,90696,T
3253,2393,AN,9999-12-31,55823,T
3254,3999,AN,9999-12-31,88105,T
3255,2915,AN,9999-12-31,52722,E
3256,1040,CO,2021-03-30,68196,E
3257,3003,CO,2022-05-20,16210,E
3258,1556,AN,9999-12-31,33174,E
3259,1282,AN,9999-12-31,29803,E
3260,2153,CO,2021-02-17,44374,T
3261,2654,CO,2021-10-05,28700,T
3262,586,AN,9999-12-31,95921,E
3263,921,AN,9999-12-31,96766,T
3264,1998,CO,2021-11-13,9177,E
3265,3760,AN,9999-12-31,52838,E
3266,1702,AN,9999-12-31,33242,T
3267,2310,CO,2021-10-09,60972,E
3268,873,CO,2022-01-19,50726,E
3269,2724,AN,9999-12-31,90302,E
3270,739,AN,9999-12-31,36851,E
3271,1778,AN,9999-12-31,9593,E
3272,1109,AN,9999-12-31,84305,T
3273,2991,CO,2022-05-27,7592,E
3274,2662,CO,2021-08-09,1480,E
3275,2868,AN,9999-12-31,86582,T
3276,2934,AN,9999-12-31,88945,T
3277,2450,CO,2021-01-11,42401,E
3278,1951,AN,9999-12-31,39463,E
3279,3780,CO,2021-11-23,48933,T
3280,1983,CO,2022-01-08,84290,T
3281,3376,CO,2022-04-19,33895,E
3282,404,CO,2022-01-17,70381,T
3283,563,AN,9999-12-31,83246,E
3284,1948,AN,9999-12-31,642,T
3285,384,CO,2021-12-17,49398,T
3286,861,AN,9999-12-31,35303,T
3287,88,AN,9999-12-31,47090,E
3288,3656,AN,9999-12-31,40050,E
3289,1372,CO,2022-02-23,73586,E
3290,3319,AN,9999-12-31,64158,E
3291,3849,CO,2021-11-30,2069,T
3292,3995,AN,9999-12-31,91914,E
3293,3649,CO,2021-02-13,725,E
3294,1152,AN,9999-12-31,2864,E
3295,1395,AN,9999-12-31,10006,T
3296,1343,AN,9999-12-31,25379,T
3297,2747,AN,9999-12-31,9100,E
3298,3,CO,2021-02-09,52707,E
3299,21,CO,2021-06-22,52833,T
3300,270,CO,2021-10-06,76058,E
3301,2438,CO,2021-12-07,60071,T
3302,1229,AN,9999-12-31,63254,E
3303,1889,CO,2021-07-01,21788,E
3304,2942,AN,9999-12-31,10183,E
3305,1674,CO,2021-11-15,48304,E
3306,2767,AN,9999-12-31,65271,T
3307,1858,CO,2021-11-19,2141,E
3308,3670,AN,9999-12-31,55905,E
3309,191,AN,9999-12-31,2649,T
3310,882,AN,9999-12-31,70013,T
3311,2642,CO,2022-01-13,70901,E
3312,409,AN,9999-12-31,74065,E
3313,3328,AN,9999-12-31,25028,T
3314,2343,CO,2021-06-08,9822,E
3315,1590,AN,9999-12-31,14244,T
3316,1027,AN,9999-12-31,2581,T
3317,1802,AN,9999-12-31,54214,T
3318,504,CO,2020-11-05,16025,E
3319,480,AN,9999-12-31,54516,T
3320,1068,CO,2021-04-15,60245,T
3321,387,CO,2021-05-18,84691,T
3322,531,CO,2021-04-27,51952,T
3323,2206,CO,2020-10-26,83290,E
3324,1399,AN,9999-12-31,29218,E
3325,968,AN,9999-12-31,22245,T
3326,3475,AN,9999-12-31,36395,E
3327,874,AN,9999-12-31,39290,E
3328,214,CO,2021-05-04,25911,T
3329,1106,CO,2021-03-26,22635,T
3330,3277,AN,9999-12-31,69224,T
3331,1470,AN,9999-12-31,96916,E
3332,2866,CO,2021-12-17,64314,E
3333,3098,CO,2020-10-21,30594,E
3334,991,AN,9999-12-31,71513,T
3335,1011,AN,9999-12-31,82852,T
3336,2606,CO,2021-01-27,77841,T
3337,856,CO,2021-02-08,37471,E
3338,2053,AN,9999-12-31,33784,T
3339,174,CO,2021-06-14,34857,E
3340,3337,AN,9999-12-31,52450,E
3341,3882,CO,2021-10-04,8140,T
3342,195,AN,9999-12-31,94284,T
3343,3794,CO,2021-05-14,91180,T
3344,1927,AN,9999-12-31,13186,T
3345,2476,CO,2022-01-14,55948,T
3346,3674,AN,9999-12-31,75269,T
3347,2302,AN,9999-12-31,60427,E
3348,3779,AN,9999-12-31,89203,T
3349,1098,CO,2020-12-08,14240,E
3350,3836,AN,9999-12-31,34972,T
3351,2326,AN,9999-12-31,75584,E
3352,1796,CO,2022-02-21,40811,E
3353,1279,CO,2022-04-24,53850,E
3354,2065,CO,2022-02-04,70492,E
3355,3776,AN,9999-12-31,6434,T
3356,1816,CO,2021-11-18,54899,T
3357,660,AN,9999-12-31,7835,T
3358,1862,CO,2021-08-11,53997,E
3359,3718,AN,9999-12-31,80231,E
3360,1578,CO,2021-03-11,4905,E
3361,391,CO,2022-06-25,44294,E
3362,125,CO,2020-12-30,75090,E
3363,2072,AN,9999-12-31,6671,T
3364,3186,CO,2022-06-26,19078,T
3365,2820,AN,9999-12-31,5508,T
3366,2825,AN,9999-12-31,91127,E
3367,72,AN,9999-12-31,40662,T
3368,3588,CO,2022-05-01,62230,T
3369,3384,AN,9999-12-31,51905,E
3370,186,CO,2021-06-27,77686,T
3371,3856,CO,2021-01-12,67656,E
3372,454,AN,9999-12-31,5358,E
3373,3049,AN,9999-12-31,36768,E
3374,925,AN,9999-12-31,4522,T
3375,1043,CO,2022-04-05,92103,E
3376,999,CO,2021-05-30,78483,E
3377,2940,CO,2022-01-18,92266,E
3378,1229,CO,2021-05-08,71792,T
3379,2827,CO,2022-05-30,90261,E
3380,1901,AN,9999-12-31,32884,T
3381,2828,AN,9999-12-31,85859,T
3382,2891,CO,2021-12-12,37454,E
3383,299,CO,2022-06-29,70682,E
3384,62,CO,2022-02-15,23619,T
3385,3546,AN,9999-12-31,81302,T
3386,979,CO,2021-04-15,23131,E
3387,1674,CO,2021-10-26,6899,T
3388,3230,AN,9999-12-31,7335,E
3389,227,CO,2022-03-04,61009,T
3390,3876,AN,9999-12-31,38375,T
3391,3540,CO,2020-12-01,38249,T
3392,1101,AN,9999-12-31,30678,T
3393,2246,CO,2021-12-03,38241,T
3394,3024,AN,9999-12-31,91121,T
3395,897,AN,9999-12-31,49078,T
3396,2443,AN,9999-12-31,38468,E
3397,1985,CO,2021-10-01,27292,E
3398,695,CO,2021-07-22,44091,E
3399,1221,AN,9999-12-31,46638,E
3400,543,AN,9999-12-31,50201,E
3401,3040,AN,9999-12-31,16447,T
3402,218,AN,9999-12-31,67727,E
3403,3153,AN,9999-12-31,76038,E
3404,662,AN,9999-12-31,72794,T
3405,329,CO,2021-02-22,53303,E
3406,2876,AN,9999-12-31,30227,E
3407,67,CO,2021-07-13,65842,T
3408,3157,CO,2022-05-14,261,T
3409,1943,AN,9999-12-31,94576,E
3410,3885,AN,9999-12-31,17249,E
3411,160,AN,9999-12-31,90683,E
3412,2645,AN,9999-12-31,60578,E
3413,2779,CO,2021-08-07,74633,E
3414,2191,CO,2022-05-30,65536,E
3415,3975,AN,9999-12-31,72171,T
3416,2912,CO,2021-12-18,18338,E
3417,3109,AN,9999-12-31,62834,T
3418,996,AN,9999-12-31,79534,T
3419,1930,AN,9999-12-31,10588,E
3420,1154,CO,2022-04-14,31392,E
3421,1005,AN,9999-12-31,66984,T
3422,956,CO,2021-08-28,6405,T
3423,1265,AN,9999-12-31,71118,T
3424,2202,AN,9999-12-31,798,T
3425,1887,AN,9999-12-31,35242,E
3426,2443,AN,9999-12-31,84472,T
3427,2451,CO,2021-09-24,13962,T
3428,3285,AN,9999-12-31,14336,E
3429,1073,AN,9999-12-31,96078,E
3430,1510,CO,2020-11-07,38255,E
3431,1758,AN,9999-12-31,29314,E
3432,2289,CO,2021-05-04,54522,T
3433,881,AN,9999-12-31,51531,E
3434,2787,AN,9999-12-31,74401,T
3435,3672,CO,2021-07-11,41614,T
3436,1329,CO,2022-05-06,76430,T
3437,233,CO,2022-05-18,52592,E
3438,3687,AN,9999-12-31,59853,T
3439,668,AN,9999-12-31,2448,E
3440,3179,AN,9999-12-31,76990,E
3441,809,CO,2021-11-08,67787,E
3442,2778,CO,2021-11-09,54955,E
3443,3915,AN,9999-12-31,60378,T
3444,2982,AN,9999-12-31,2674,T
3445,17,AN,9999-12-31,49384,E
3446,59,CO,2021-04-06,17537,T
3447,3381,CO,2022-02-04,38958,E
3448,2927,AN,9999-12-31,35547,E
3449,3730,AN,9999-12-31,8436,E
3450,2704,CO,2022-01-29,18628,T
3451,1467,CO,2021-02-28,3602,T
3452,3384,CO,2020-11-16,48559,T
3453,2688,CO,2022-05-30,95740,E
3454,158,AN,9999-12-31,60619,E
3455,3713,AN,9999-12-31,36788,T
3456,3662,CO,2021-07-12,27250,T
3457,1681,AN,9999-12-31,99209,E
3458,294,CO,2021-09-20,61950,E
3459,1616,AN,9999-12-31,42722,E
3460,3641,CO,2021-09-30,9477,T
3461,2519,AN,9999-12-31,57049,T
3462,2477,AN,9999-12-31,68792,E
3463,3720,CO,2022-01-14,3000,E
3464,2672,AN,9999-12-31,24143,E
3465,2606,CO,2021-03-31,78136,E
3466,1301,AN,9999-12-31,96832,T
3467,1051,AN,9999-12-31,42566,E
3468,2898,CO,2021-06-27,67953,E
3469,1193,CO,2022-02-04,54445,E
3470,3916,CO,2022-01-26,93987,E
3471,1396,CO,2021-12-11,42885,E
3472,3708,AN,9999-12-31,61135,T
3473,1996,AN,9999-12-31,20696,E
3474,2428,CO,2021-08-16,94044,T
3475,1251,AN,9999-12-31,39743,T
3476,623,AN,9999-12-31,45407,E
3477,1789,AN,9999-12-31,58483,T
3478,829,AN,9999-12-31,38874,T
3479,2667,CO,2021-09-02,13160,E
3480,849,CO,2020-10-17,87962,E
3481,603,CO,2021-04-24,71511,T
3482,2985,AN,9999-12-31,21433,E
3483,1115,AN,9999-12-31,82181,E
3484,532,AN,9999-12-31,83721,E
3485,314,CO,2021-11-13,36649,T
3486,3466,AN,9999-12-31,51323,E
3487,1092,AN,9999-12-31,15519,T
3488,3005,AN,9999-12-31,45083,E
3489,127,CO,2021-11-10,24917,E
3490,687,AN,9999-12-31,80512,E
3491,3209,AN,9999-12-31,51089,T
3492,125,AN,9999-12-31,14210,E
3493,145,AN,9999-12-31,53609,E
3494,2714,AN,9999-12-31,37021,E
3495,2137,AN,9999-12-31,60772,T
3496,212,AN,9999-12-31,4441,E
3497,621,CO,2021-11-20,20316,T
3498,3675,CO,2022-07-05,67303,E
3499,3710,AN,9999-12-31,98922,E
3500,1571,AN,9999-12-31,12207,E
3501,2911,CO,2020-12-26,56616,E
3502,2953,CO,2022-01-27,18932,T
3503,769,CO,2022-02-14,52175,T
3504,1838,CO,2022-02-17,75217,E
3505,810,CO,2021-03-04,59599,E
3506,2147,AN,9999-12-31,37780,T
3507,722,CO,2022-05-14,29619,T
3508,2719,CO,2021-01-28,64071,T
3509,3518,AN,9999-12-31,87430,T
3510,205,CO,2022-01-01,1558,T
3511,3221,CO,2021-10-03,46054,T
3512,536,AN,9999-12-31,81063,T
3513,3229,CO,2021-06-07,19949,E
3514,2579,CO,2020-11-11,52950,E
3515,1581,AN,9999-12-31,6151,T
3516,2176,AN,9999-12-31,16298,E
3517,2611,CO,2021-01-26,27449,T
3518,3895,CO,2021-12-14,8575,T
3519,3909,CO,2021-06-19,45990,T
3520,3170,AN,9999-12-31,31130,T
3521,3136,AN,9999-12-31,59005,T
3522,594,AN,9999-12-31,38447,T
3523,2570,CO,2021-07-02,79405,T
3524,2538,CO,2022-02-24,51913,T
3525,2064,AN,9999-12-31,67270,E
3526,1000,AN,9999-12-31,13961,E
3527,3984,AN,9999-12-31,57526,E
3528,2401,AN,9999-12-31,61937,E
3529,3400,AN,9999-12-31,79157,E
3530,2721,CO,2022-03-24,86676,T
3531,3866,CO,2022-04-07,97320,E
3532,1910,CO,2021-09-14,46145,E
3533,489,CO,2021-01-22,75001,E
3534,2729,AN,9999-12-31,57084,T
3535,2499,CO,2021-07-27,93786,T
3536,3902,AN,9999-12-31,98676,E
3537,989,CO,2022-05-19,88073,T
3538,1274,AN,9999-12-31,43171,T
3539,3313,AN,9999-12-31,39679,T
3540,410,CO,2021-04-29,56094,E
3541,873,CO,2022-04-25,6939,E
3542,949,CO,2021-11-22,58311,T
3543,1523,AN,9999-12-31,88221,E
3544,1417,AN,9999-12-31,60511,T
3545,275,AN,9999-12-31,92547,T
3546,1558,CO,2022-04-29,49448,T
3547,2058,AN,9999-12-31,28912,T
3548,2557,CO,2021-01-04,88519,T
3549,3307,CO,2022-03-09,49191,E
3550,2955,AN,9999-12-31,21825,E
3551,1580,CO,2021-07-15,14945,T
3552,1767,AN,9999-12-31,87046,T
3553,771,AN,9999-12-31,2273,E
3554,565,AN,9999-12-31,9439,E
3555,161,CO,2021-07-19,97604,T
3556,3064,AN,9999-12-31,81229,T
3557,3106,CO,2021-03-04,89403,T
3558,2416,CO,2021-03-26,1846,T
3559,3305,CO,2022-02-09,95223,E
3560,505,AN,9999-12-31,73019,E
3561,1230,CO,2020-12-31,86141,E
3562,174,AN,9999-12-31,83887,E
3563,631,AN,9999-12-31,87516,T
3564,3188,CO,2021-01-26,76375,T
3565,3200,CO,2021-07-30,3589,E
3566,3442,AN,9999-12-31,60788,T
3567,3117,CO,2022-02-11,74877,E
3568,3383,AN,9999-12-31,65570,T
3569,2354,CO,2021-07-06,81717,E
3570,1519,AN,9999-12-31,51154,T
3571,2837,AN,9999-12-31,62380,E
3572,1267,CO,2020-10-27,65048,T
3573,3098,CO,2020-11-12,7691,E
3574,3861,AN,9999-12-31,30959,E
3575,1714,CO,2021-10-06,63722,T
3576,1347,AN,9999-12-31,35778,T
3577,3392,AN,9999-12-31,75144,T
3578,3723,CO,2021-06-26,1428,E
3579,1118,AN,9999-12-31,79025,E
3580,3778,CO,2022-02-06,61256,E
3581,593,CO,2021-03-24,9410,T
3582,826,CO,2020-11-12,16273,E
3583,2021,CO,2020-11-18,49630,T
3584,1612,AN,9999-12-31,36335,T
3585,2518,AN,9999-12-31,7333,T
3586,2308,AN,9999-12-31,17269,T
3587,734,AN,9999-12-31,4010,E
3588,1714,AN,9999-12-31,41198,T
3589,2391,CO,2021-01-05,41625,T
3590,560,CO,2021-08-04,18232,E
3591,3046,AN,9999-12-31,31866,T
3592,3914,CO,2022-04-01,3945,E
3593,2028,AN,9999-12-31,886,E
3594,3880,CO,2020-12-10,80742,E
3595,2968,CO,2021-04-24,74835,T
3596,2500,CO,2021-02-06,82159,T
3597,901,CO,2021-04-11,78345,E
3598,2708,AN,9999-12-31,56376,E
3599,122,AN,9999-12-31,49018,T
3600,2402,CO,2021-01-11,56156,T
3601,3141,AN,9999-12-31,12055,T
3602,319,CO,2021-11-05,1548,E
3603,1755,CO,2021-09-06,45602,T
3604,671,AN,9999-12-31,36926,E
3605,160,CO,2021-01-18,63330,E
3606,3785,AN,9999-12-31,30346,T
3607,1341,AN,9999-12-31,98650,E
3608,3021,CO,2020-12-10,16520,E
3609,1800,AN,9999-12-31,25749,T
3610,3082,CO,2022-03-28,99572,E
3611,644,AN,9999-12-31,64865,T
3612,1563,CO,2022-04-12,33787,E
3613,2063,AN,9999-12-31,42675,E
3614,1954,AN,9999-12-31,72684,T
3615,855,AN,9999-12-31,36063,T
3616,2837,AN,9999-12-31,87724,T
3617,1735,AN,9999-12-31,83348,T
3618,2420,AN,9999-12-31,43536,T
3619,87,CO,2022-02-02,99044,T
3620,112,CO,2022-02-16,13923,E
3621,1853,CO,2022-06-03,95163,E
3622,3123,AN,9999-12-31,55562,T
3623,2664,CO,2022-05-05,6986,T
3624,457,CO,2020-11-24,50438,E
3625,863,CO,2021-05-24,60908,T
3626,1329,AN,9999-12-31,90078,T
3627,3358,AN,9999-12-31,94174,T
3628,3803,AN,9999-12-31,33272,T
3629,2866,CO,2020-11-20,41407,T
3630,849,CO,2021-07-14,73279,E
3631,759,AN,9999-12-31,9649,T
3632,2216,CO,2021-01-25,81840,T
3633,3423,CO,2022-03-17,29514,E
3634,1847,AN,9999-12-31,27311,E
3635,335,CO,2021-08-20,85794,T
3636,2836,AN,9999-12-31,16831,T
3637,2964,CO,2021-09-13,76303,T
3638,882,AN,9999-12-31,5621,E
3639,911,AN,9999-12-31,4216,E
3640,3404,AN,9999-12-31,75989,E
3641,2336,CO,2021-02-04,59992,E
3642,3048,AN,9999-12-31,63910,T
3643,559,AN,9999-12-31,64885,E
3644,3483,CO,2022-01-01,83472,E
3645,3727,AN,9999-12-31,8557,T
3646,2050,AN,9999-12-31,58863,E
3647,1566,AN,9999-12-31,56204,T
3648,3424,AN,9999-12-31,38268,E
3649,193,AN,9999-12-31,8234,T
3650,2092,AN,9999-12-31,89151,E
3651,2855,AN,9999-12-31,92136,T
3652,689,CO,2021-05-28,53471,T
3653,2240,AN,9999-12-31,23989,E
3654,2701,AN,9999-12-31,92255,E
3655,3425,CO,2021-08-10,20584,E
3656,3017,CO,2020-10-15,958,T
3657,1293,CO,2022-01-27,35356,E
3658,2826,AN,9999-12-31,19934,T
3659,3134,AN,9999-12-31,65750,E
3660,2834,CO,2021-09-07,65020,E
3661,3824,CO,2022-04-01,56869,E
3662,2733,AN,9999-12-31,52217,T
3663,2879,CO,2022-04-02,46655,E
3664,845,AN,9999-12-31,79194,T
3665,588,CO,2021-06-15,88240,E
3666,3090,AN,9999-12-31,32120,E
3667,3461,CO,2021-10-29,85383,T
3668,932,AN,9999-12-31,81503,E
3669,2291,AN,9999-12-31,5327,T
3670,2243,AN,9999-12-31,66456,E
3671,2296,CO,2020-11-11,75841,T
3672,1768,AN,9999-12-31,1088,T
3673,2078,CO,2021-03-26,81571,T
