num_poliza,tarifa,situacion,fecha_alta,fecha_baja,importe_prima
570,TS1,A,2020-11-22,9999-12-31,7455
570,TF1,A,2020-11-22,9999-12-31,0
571,TF1,B,2021-12-24,2022-03-16,98882
571,TS1,B,2021-12-24,2022-03-16,0
572,TS1,A,2021-08-23,9999-12-31,58693
572,TF1,A,2021-08-23,9999-12-31,0
573,TS1,B,2022-06-05,2021-05-23,43227
573,TF1,B,2022-06-05,2021-05-23,0
574,TS1,B,2020-12-10,2020-11-02,21296
574,TF1,B,2020-12-10,2020-11-02,0
575,TF1,A,2021-10-03,9999-12-31,61941
575,TS1,A,2021-10-03,9999-12-31,0
576,TS1,B,2021-06-19,2022-03-04,27072
576,TF1,B,2021-06-19,2022-03-04,0
577,TS1,A,2021-07-14,9999-12-31,71827
577,TF1,A,2021-07-14,9999-12-31,0
578,TS1,B,2021-06-22,2021-10-15,76848
578,TF1,B,2021-06-22,2021-10-15,0
579,TS1,A,2021-06-07,9999-12-31,78949
579,TF1,A,2021-06-07,9999-12-31,0
580,TS1,B,2022-02-28,2021-02-01,63191
580,TF1,B,2022-02-28,2021-02-01,0
581,TS1,A,2022-01-06,9999-12-31,53932
581,TF1,A,2022-01-06,9999-12-31,0
582,TS1,B,2021-10-24,2021-12-05,92214
582,TF1,B,2021-10-24,2021-12-05,0
583,TS1,A,2022-03-08,9999-12-31,50981
583,TF1,A,2022-03-08,9999-12-31,0
584,TS1,B,2020-12-17,2021-07-24,82274
584,TF1,B,2020-12-17,2021-07-24,0
585,TF1,A,2021-06-08,9999-12-31,16441
585,TS1,A,2021-06-08,9999-12-31,0
586,TF1,A,2021-02-20,9999-12-31,88478
586,TS1,A,2021-02-20,9999-12-31,0
587,TF1,B,2020-10-24,2021-01-22,23036
587,TS1,B,2020-10-24,2021-01-22,0
588,TS1,A,2022-01-29,9999-12-31,87407
588,TF1,A,2022-01-29,9999-12-31,0
589,TS1,B,2022-03-21,2021-09-05,87964
589,TF1,B,2022-03-21,2021-09-05,0
590,TS1,B,2022-04-25,2021-05-16,22847
590,TF1,B,2022-04-25,2021-05-16,0
591,TS1,A,2021-02-19,9999-12-31,70810
591,TF1,A,2021-02-19,9999-12-31,0
592,TS1,A,2021-05-11,9999-12-31,64850
592,TF1,A,2021-05-11,9999-12-31,0
593,TF1,A,2021-09-30,9999-12-31,36861
593,TS1,A,2021-09-30,9999-12-31,0
594,TS1,A,2021-09-16,9999-12-31,70331
594,TF1,A,2021-09-16,9999-12-31,0
595,TF1,B,2021-05-12,2021-06-17,83417
595,TS1,B,2021-05-12,2021-06-17,0
596,TS1,A,2021-11-15,9999-12-31,99166
596,TF1,A,2021-11-15,9999-12-31,0
597,TF1,B,2022-04-28,2022-03-12,48299
597,TS1,B,2022-04-28,2022-03-12,0
598,TS1,B,2021-09-16,2021-10-29,51047
598,TF1,B,2021-09-16,2021-10-29,0
599,TF1,B,2020-12-04,2022-06-23,26476
599,TS1,B,2020-12-04,2022-06-23,0
600,TS1,A,2021-04-15,9999-12-31,23185
600,TF1,A,2021-04-15,9999-12-31,0
601,TS1,B,2021-01-28,2021-10-05,86854
601,TF1,B,2021-01-28,2021-10-05,0
602,TS1,B,2021-02-15,2022-02-12,85585
602,TF1,B,2021-02-15,2022-02-12,0
603,TS1,A,2022-02-10,9999-12-31,90976
603,TF1,A,2022-02-10,9999-12-31,0
604,TS1,A,2021-09-23,9999-12-31,9249
604,TF1,A,2021-09-23,9999-12-31,0
605,TF1,A,2022-01-15,9999-12-31,39062
605,TS1,A,2022-01-15,9999-12-31,0
606,TS1,B,2021-09-21,2021-07-24,10942
606,TF1,B,2021-09-21,2021-07-24,0
607,TS1,B,2022-04-18,2022-04-22,53645
607,TF1,B,2022-04-18,2022-04-22,0
608,TF1,A,2022-03-08,9999-12-31,88668
608,TS1,A,2022-03-08,9999-12-31,0
609,TF1,B,2021-07-31,2021-05-10,42849
609,TS1,B,2021-07-31,2021-05-10,0
610,TF1,A,2022-05-20,9999-12-31,65133
610,TS1,A,2022-05-20,9999-12-31,0
611,TS1,A,2021-11-04,9999-12-31,65492
611,TF1,A,2021-11-04,9999-12-31,0
612,TS1,B,2021-03-21,2022-02-25,45951
612,TF1,B,2021-03-21,2022-02-25,0
613,TF1,A,2021-09-18,9999-12-31,11750
613,TS1,A,2021-09-18,9999-12-31,0
614,TS1,A,2020-10-30,9999-12-31,44960
614,TF1,A,2020-10-30,9999-12-31,0
615,TS1,B,2022-02-24,2021-04-14,62106
615,TF1,B,2022-02-24,2021-04-14,0
616,TS1,A,2021-10-03,9999-12-31,30197
616,TF1,A,2021-10-03,9999-12-31,0
617,TF1,A,2021-09-09,9999-12-31,60510
617,TS1,A,2021-09-09,9999-12-31,0
618,TF1,B,2020-12-27,2021-03-13,22571
618,TS1,B,2020-12-27,2021-03-13,0
619,TF1,B,2022-05-08,2021-12-12,88008
619,TS1,B,2022-05-08,2021-12-12,0
620,TF1,A,2020-11-30,9999-12-31,3757
620,TS1,A,2020-11-30,9999-12-31,0
621,TS1,B,2021-04-07,2021-01-11,72341
621,TF1,B,2021-04-07,2021-01-11,0
622,TS1,B,2020-11-19,2021-10-03,62746
622,TF1,B,2020-11-19,2021-10-03,0
623,TS1,A,2021-01-13,9999-12-31,74405
623,TF1,A,2021-01-13,9999-12-31,0
624,TF1,A,2022-05-22,9999-12-31,36380
624,TS1,A,2022-05-22,9999-12-31,0
625,TS1,B,2022-02-25,2021-09-21,1912
625,TF1,B,2022-02-25,2021-09-21,0
626,TF1,B,2021-10-14,2021-02-19,88687
626,TS1,B,2021-10-14,2021-02-19,0
627,TF1,A,2021-12-20,9999-12-31,42490
627,TS1,A,2021-12-20,9999-12-31,0
628,TF1,B,2022-06-06,2021-04-24,99849
628,TS1,B,2022-06-06,2021-04-24,0
629,TS1,A,2022-02-03,9999-12-31,20197
629,TF1,A,2022-02-03,9999-12-31,0
630,TS1,B,2021-01-28,2021-03-20,51707
630,TF1,B,2021-01-28,2021-03-20,0
631,TF1,B,2021-11-08,2021-07-11,48453
631,TS1,B,2021-11-08,2021-07-11,0
632,TF1,A,2021-12-10,9999-12-31,70468
632,TS1,A,2021-12-10,9999-12-31,0
633,TS1,A,2021-08-15,9999-12-31,39542
633,TF1,A,2021-08-15,9999-12-31,0
634,TS1,A,2021-05-26,9999-12-31,99695
634,TF1,A,2021-05-26,9999-12-31,0
635,TF1,A,2021-07-31,9999-12-31,21310
635,TS1,A,2021-07-31,9999-12-31,0
636,TS1,B,2021-09-25,2022-02-09,45062
636,TF1,B,2021-09-25,2022-02-09,0
637,TS1,B,2021-11-03,2021-01-04,43677
637,TF1,B,2021-11-03,2021-01-04,0
638,TF1,B,2021-08-08,2021-07-18,86856
638,TS1,B,2021-08-08,2021-07-18,0
639,TS1,A,2021-06-22,9999-12-31,8868
639,TF1,A,2021-06-22,9999-12-31,0
640,TF1,B,2021-06-04,2022-04-12,78155
640,TS1,B,2021-06-04,2022-04-12,0
641,TS1,A,2022-03-05,9999-12-31,58674
641,TF1,A,2022-03-05,9999-12-31,0
642,TS1,B,2020-12-08,2021-03-12,84705
642,TF1,B,2020-12-08,2021-03-12,0
643,TF1,A,2022-06-17,9999-12-31,26593
643,TS1,A,2022-06-17,9999-12-31,0
644,TS1,B,2021-11-30,2021-02-14,82539
644,TF1,B,2021-11-30,2021-02-14,0
645,TF1,A,2022-02-15,9999-12-31,76049
645,TS1,A,2022-02-15,9999-12-31,0
646,TS1,A,2022-04-17,9999-12-31,53997
646,TF1,A,2022-04-17,9999-12-31,0
647,TF1,A,2022-01-03,9999-12-31,90528
647,TS1,A,2022-01-03,9999-12-31,0
648,TF1,B,2021-11-18,2022-03-17,37072
648,TS1,B,2021-11-18,2022-03-17,0
649,TS1,A,2022-06-17,9999-12-31,67973
649,TF1,A,2022-06-17,9999-12-31,0
650,TS1,A,2020-10-23,9999-12-31,46486
650,TF1,A,2020-10-23,9999-12-31,0
651,TS1,B,2022-01-25,2021-05-31,16936
651,TF1,B,2022-01-25,2021-05-31,0
652,TF1,A,2021-12-04,9999-12-31,39044
652,TS1,A,2021-12-04,9999-12-31,0
653,TF1,B,2020-11-19,2022-03-09,71327
653,TS1,B,2020-11-19,2022-03-09,0
654,TF1,A,2021-06-01,9999-12-31,56806
654,TS1,A,2021-06-01,9999-12-31,0
655,TS1,B,2021-01-12,2021-12-14,72888
655,TF1,B,2021-01-12,2021-12-14,0
656,TS1,A,2022-04-08,9999-12-31,47313
656,TF1,A,2022-04-08,9999-12-31,0
657,TS1,A,2022-04-30,9999-12-31,7759
657,TF1,A,2022-04-30,9999-12-31,0
658,TS1,B,2021-05-17,2021-07-05,99264
658,TF1,B,2021-05-17,2021-07-05,0
659,TF1,A,2021-12-04,9999-12-31,17362
659,TS1,A,2021-12-04,9999-12-31,0
660,TS1,A,2021-03-31,9999-12-31,14076
660,TF1,A,2021-03-31,9999-12-31,0
661,TF1,A,2021-03-07,9999-12-31,47053
661,TS1,A,2021-03-07,9999-12-31,0
662,TS1,B,2021-06-12,2022-01-06,83771
662,TF1,B,2021-06-12,2022-01-06,0
663,TS1,B,2022-03-28,2022-06-30,42578
663,TF1,B,2022-03-28,2022-06-30,0
664,TF1,B,2021-03-12,2022-06-08,3589
664,TS1,B,2021-03-12,2022-06-08,0
665,TF1,A,2022-01-30,9999-12-31,88409
665,TS1,A,2022-01-30,9999-12-31,0
666,TF1,B,2021-09-30,2021-03-25,86346
666,TS1,B,2021-09-30,2021-03-25,0
667,TS1,B,2021-02-10,2021-08-21,3706
667,TF1,B,2021-02-10,2021-08-21,0
668,TS1,B,2021-06-19,2021-03-19,86353
668,TF1,B,2021-06-19,2021-03-19,0
669,TF1,A,2022-02-26,9999-12-31,5480
669,TS1,A,2022-02-26,9999-12-31,0
670,TF1,B,2020-11-26,2021-09-23,46816
670,TS1,B,2020-11-26,2021-09-23,0
671,TF1,B,2021-07-02,2021-05-13,64522
671,TS1,B,2021-07-02,2021-05-13,0
672,TS1,B,2021-03-30,2021-05-24,19625
672,TF1,B,2021-03-30,2021-05-24,0
673,TS1,A,2022-01-27,9999-12-31,56145
673,TF1,A,2022-01-27,9999-12-31,0
674,TF1,B,2021-10-01,2020-12-08,46974
674,TS1,B,2021-10-01,2020-12-08,0
675,TS1,A,2021-12-04,9999-12-31,75230
675,TF1,A,2021-12-04,9999-12-31,0
676,TF1,A,2021-04-27,9999-12-31,4590
676,TS1,A,2021-04-27,9999-12-31,0
677,TS1,A,2022-01-03,9999-12-31,19742
677,TF1,A,2022-01-03,9999-12-31,0
678,TS1,B,2022-05-31,2021-03-15,55473
678,TF1,B,2022-05-31,2021-03-15,0
679,TS1,A,2021-05-24,9999-12-31,20693
679,TF1,A,2021-05-24,9999-12-31,0
680,TF1,A,2020-12-20,9999-12-31,86449
680,TS1,A,2020-12-20,9999-12-31,0
681,TS1,B,2020-12-11,2022-02-28,86193
681,TF1,B,2020-12-11,2022-02-28,0
682,TS1,A,2021-04-09,9999-12-31,21678
682,TF1,A,2021-04-09,9999-12-31,0
683,TS1,B,2022-03-31,2021-08-09,73413
683,TF1,B,2022-03-31,2021-08-09,0
684,TF1,A,2020-12-23,9999-12-31,11208
684,TS1,A,2020-12-23,9999-12-31,0
685,TF1,B,2022-02-22,2021-07-20,50005
685,TS1,B,2022-02-22,2021-07-20,0
686,TS1,A,2022-04-30,9999-12-31,19689
686,TF1,A,2022-04-30,9999-12-31,0
687,TS1,B,2021-07-28,2022-04-13,77952
687,TF1,B,2021-07-28,2022-04-13,0
688,TS1,A,2021-03-04,9999-12-31,31949
688,TF1,A,2021-03-04,9999-12-31,0
689,TF1,B,2022-01-19,2021-10-18,21108
689,TS1,B,2022-01-19,2021-10-18,0
690,TF1,A,2020-11-03,9999-12-31,11754
690,TS1,A,2020-11-03,9999-12-31,0
691,TF1,A,2021-12-10,9999-12-31,92739
691,TS1,A,2021-12-10,9999-12-31,0
692,TS1,A,2021-09-19,9999-12-31,97089
692,TF1,A,2021-09-19,9999-12-31,0
693,TS1,B,2022-04-04,2022-03-16,89161
693,TF1,B,2022-04-04,2022-03-16,0
694,TF1,A,2021-04-09,9999-12-31,20175
694,TS1,A,2021-04-09,9999-12-31,0
695,TS1,A,2021-05-14,9999-12-31,94224
695,TF1,A,2021-05-14,9999-12-31,0
696,TS1,B,2022-03-08,2021-12-03,68313
696,TF1,B,2022-03-08,2021-12-03,0
697,TS1,A,2020-10-22,9999-12-31,17044
697,TF1,A,2020-10-22,9999-12-31,0
698,TF1,B,2021-04-25,2021-02-27,78172
698,TS1,B,2021-04-25,2021-02-27,0
699,TF1,A,2020-10-24,9999-12-31,68483
699,TS1,A,2020-10-24,9999-12-31,0
700,TS1,B,2022-06-28,2021-01-10,56175
700,TF1,B,2022-06-28,2021-01-10,0
701,TF1,B,2022-05-18,2020-11-01,36054
701,TS1,B,2022-05-18,2020-11-01,0
702,TS1,A,2021-02-25,9999-12-31,86758
702,TF1,A,2021-02-25,9999-12-31,0
703,TS1,A,2021-05-09,9999-12-31,55354
703,TF1,A,2021-05-09,9999-12-31,0
704,TF1,B,2021-04-02,2021-03-18,14702
704,TS1,B,2021-04-02,2021-03-18,0
705,TF1,A,2021-08-02,9999-12-31,42404
705,TS1,A,2021-08-02,9999-12-31,0
706,TS1,A,2021-08-07,9999-12-31,19413
706,TF1,A,2021-08-07,9999-12-31,0
707,TS1,A,2021-03-11,9999-12-31,86507
707,TF1,A,2021-03-11,9999-12-31,0
708,TF1,B,2021-07-02,2022-06-17,43137
708,TS1,B,2021-07-02,2022-06-17,0
709,TF1,B,2021-03-10,2021-01-09,95181
709,TS1,B,2021-03-10,2021-01-09,0
710,TF1,B,2022-06-06,2021-05-13,97098
710,TS1,B,2022-06-06,2021-05-13,0
711,TF1,A,2021-07-06,9999-12-31,32538
711,TS1,A,2021-07-06,9999-12-31,0
712,TF1,A,2021-02-07,9999-12-31,6008
712,TS1,A,2021-02-07,9999-12-31,0
713,TF1,A,2021-08-29,9999-12-31,36609
713,TS1,A,2021-08-29,9999-12-31,0
714,TS1,A,2022-06-21,9999-12-31,22035
714,TF1,A,2022-06-21,9999-12-31,0
715,TF1,B,2021-11-11,2022-05-25,87876
715,TS1,B,2021-11-11,2022-05-25,0
716,TF1,A,2022-02-09,9999-12-31,7880
716,TS1,A,2022-02-09,9999-12-31,0
717,TS1,A,2022-06-23,9999-12-31,88687
717,TF1,A,2022-06-23,9999-12-31,0
718,TF1,B,2022-02-27,2020-11-19,14301
718,TS1,B,2022-02-27,2020-11-19,0
719,TF1,B,2022-04-07,2021-01-06,9816
719,TS1,B,2022-04-07,2021-01-06,0
720,TS1,B,2021-02-07,2021-06-24,76497
720,TF1,B,2021-02-07,2021-06-24,0
721,TF1,A,2021-09-29,9999-12-31,23867
721,TS1,A,2021-09-29,9999-12-31,0
722,TS1,B,2021-11-29,2022-01-03,64561
722,TF1,B,2021-11-29,2022-01-03,0
723,TS1,A,2021-03-19,9999-12-31,46278
723,TF1,A,2021-03-19,9999-12-31,0
724,TF1,B,2021-04-15,2021-08-08,32394
724,TS1,B,2021-04-15,2021-08-08,0
725,TF1,A,2020-10-30,9999-12-31,20204
725,TS1,A,2020-10-30,9999-12-31,0
726,TF1,A,2020-12-11,9999-12-31,80838
726,TS1,A,2020-12-11,9999-12-31,0
727,TF1,A,2020-11-21,9999-12-31,37899
727,TS1,A,2020-11-21,9999-12-31,0
728,TF1,A,2021-09-08,9999-12-31,55257
728,TS1,A,2021-09-08,9999-12-31,0
729,TS1,B,2022-02-08,2020-11-21,19200
729,TF1,B,2022-02-08,2020-11-21,0
730,TF1,A,2020-10-24,9999-12-31,45202
730,TS1,A,2020-10-24,9999-12-31,0
731,TS1,B,2021-06-17,2022-05-08,82779
731,TF1,B,2021-06-17,2022-05-08,0
732,TF1,B,2021-01-14,2020-11-16,33453
732,TS1,B,2021-01-14,2020-11-16,0
733,TF1,A,2021-01-24,9999-12-31,26766
733,TS1,A,2021-01-24,9999-12-31,0
734,TF1,B,2021-02-23,2021-03-07,84788
734,TS1,B,2021-02-23,2021-03-07,0
735,TF1,B,2022-04-13,2021-09-01,10396
735,TS1,B,2022-04-13,2021-09-01,0
736,TF1,A,2020-10-11,9999-12-31,86529
736,TS1,A,2020-10-11,9999-12-31,0
737,TF1,B,2021-11-08,2021-02-04,66144
737,TS1,B,2021-11-08,2021-02-04,0
738,TS1,A,2022-05-07,9999-12-31,30139
738,TF1,A,2022-05-07,9999-12-31,0
739,TF1,A,2021-07-22,9999-12-31,70825
739,TS1,A,2021-07-22,9999-12-31,0
740,TS1,A,2021-05-23,9999-12-31,47577
740,TF1,A,2021-05-23,9999-12-31,0
741,TF1,B,2022-07-05,2021-04-03,90645
741,TS1,B,2022-07-05,2021-04-03,0
742,TS1,B,2022-01-06,2021-08-14,16867
742,TF1,B,2022-01-06,2021-08-14,0
743,TF1,B,2020-12-25,2022-04-30,65973
743,TS1,B,2020-12-25,2022-04-30,0
744,TS1,B,2021-11-24,2022-05-09,29303
744,TF1,B,2021-11-24,2022-05-09,0
745,TF1,B,2021-06-07,2021-02-26,87143
745,TS1,B,2021-06-07,2021-02-26,0
746,TS1,B,2021-05-14,2021-11-13,69979
746,TF1,B,2021-05-14,2021-11-13,0
747,TF1,B,2021-06-23,2021-05-15,8500
747,TS1,B,2021-06-23,2021-05-15,0
748,TS1,A,2020-12-16,9999-12-31,75138
748,TF1,A,2020-12-16,9999-12-31,0
749,TS1,B,2020-12-22,2021-06-23,15720
749,TF1,B,2020-12-22,2021-06-23,0
750,TS1,A,2021-12-26,9999-12-31,36497
750,TF1,A,2021-12-26,9999-12-31,0
751,TF1,A,2021-05-08,9999-12-31,99119
751,TS1,A,2021-05-08,9999-12-31,0
752,TS1,A,2021-09-04,9999-12-31,74282
752,TF1,A,2021-09-04,9999-12-31,0
753,TS1,B,2021-09-23,2022-05-26,60271
753,TF1,B,2021-09-23,2022-05-26,0
754,TF1,A,2022-02-06,9999-12-31,49545
754,TS1,A,2022-02-06,9999-12-31,0
755,TS1,B,2021-08-30,2021-06-17,67928
755,TF1,B,2021-08-30,2021-06-17,0
756,TS1,B,2021-01-27,2020-11-14,81545
756,TF1,B,2021-01-27,2020-11-14,0
757,TF1,B,2021-07-31,2021-04-10,78105
757,TS1,B,2021-07-31,2021-04-10,0
758,TS1,A,2021-01-05,9999-12-31,62092
758,TF1,A,2021-01-05,9999-12-31,0
759,TS1,B,2021-05-27,2021-08-03,90948
759,TF1,B,2021-05-27,2021-08-03,0
760,TS1,B,2021-12-18,2020-10-26,95784
760,TF1,B,2021-12-18,2020-10-26,0
761,TS1,A,2022-06-11,9999-12-31,25500
761,TF1,A,2022-06-11,9999-12-31,0
762,TF1,A,2022-02-13,9999-12-31,266
762,TS1,A,2022-02-13,9999-12-31,0
763,TF1,A,2021-01-21,9999-12-31,61708
763,TS1,A,2021-01-21,9999-12-31,0
764,TF1,B,2021-01-30,2021-03-12,98074
764,TS1,B,2021-01-30,2021-03-12,0
765,TF1,B,2022-03-01,2021-11-10,61993
765,TS1,B,2022-03-01,2021-11-10,0
766,TS1,B,2021-03-04,2020-11-20,84227
766,TF1,B,2021-03-04,2020-11-20,0
767,TF1,A,2021-07-31,9999-12-31,99087
767,TS1,A,2021-07-31,9999-12-31,0
768,TS1,A,2020-12-21,9999-12-31,82488
768,TF1,A,2020-12-21,9999-12-31,0
769,TS1,A,2021-09-20,9999-12-31,105
769,TF1,A,2021-09-20,9999-12-31,0
770,TF1,B,2021-10-05,2021-10-18,31839
770,TS1,B,2021-10-05,2021-10-18,0
771,TS1,A,2021-01-24,9999-12-31,33863
771,TF1,A,2021-01-24,9999-12-31,0
772,TS1,B,2021-10-27,2021-07-27,94461
772,TF1,B,2021-10-27,2021-07-27,0
773,TS1,A,2022-02-18,9999-12-31,83412
773,TF1,A,2022-02-18,9999-12-31,0
774,TF1,A,2021-11-03,9999-12-31,88539
774,TS1,A,2021-11-03,9999-12-31,0
775,TS1,A,2021-06-26,9999-12-31,25194
775,TF1,A,2021-06-26,9999-12-31,0
776,TF1,B,2022-03-25,2021-01-01,87397
776,TS1,B,2022-03-25,2021-01-01,0
777,TF1,B,2022-01-24,2022-01-06,97394
777,TS1,B,2022-01-24,2022-01-06,0
778,TF1,A,2022-03-22,9999-12-31,2182
778,TS1,A,2022-03-22,9999-12-31,0
779,TF1,A,2021-10-22,9999-12-31,77406
779,TS1,A,2021-10-22,9999-12-31,0
780,TS1,A,2021-12-20,9999-12-31,46847
780,TF1,A,2021-12-20,9999-12-31,0
781,TS1,A,2022-01-25,9999-12-31,20430
781,TF1,A,2022-01-25,9999-12-31,0
782,TS1,B,2020-10-29,2021-03-11,98997
782,TF1,B,2020-10-29,2021-03-11,0
783,TF1,B,2021-11-08,2021-06-05,18167
783,TS1,B,2021-11-08,2021-06-05,0
784,TS1,A,2021-08-25,9999-12-31,69480
784,TF1,A,2021-08-25,9999-12-31,0
785,TF1,A,2021-08-01,9999-12-31,58866
785,TS1,A,2021-08-01,9999-12-31,0
786,TS1,A,2021-12-26,9999-12-31,86106
786,TF1,A,2021-12-26,9999-12-31,0
787,TS1,A,2022-06-14,9999-12-31,93108
787,TF1,A,2022-06-14,9999-12-31,0
788,TF1,A,2021-03-22,9999-12-31,18226
788,TS1,A,2021-03-22,9999-12-31,0
789,TS1,A,2021-07-27,9999-12-31,94549
789,TF1,A,2021-07-27,9999-12-31,0
790,TF1,B,2021-08-14,2021-07-18,73242
790,TS1,B,2021-08-14,2021-07-18,0
791,TS1,B,2021-12-05,2022-07-03,42988
791,TF1,B,2021-12-05,2022-07-03,0
792,TS1,B,2022-03-03,2020-12-12,69829
792,TF1,B,2022-03-03,2020-12-12,0
793,TS1,B,2021-03-13,2021-10-25,18404
793,TF1,B,2021-03-13,2021-10-25,0
794,TF1,B,2021-06-28,2021-07-04,85257
794,TS1,B,2021-06-28,2021-07-04,0
795,TF1,B,2022-03-29,2020-11-01,64280
795,TS1,B,2022-03-29,2020-11-01,0
796,TS1,B,2022-01-22,2021-09-30,25848
796,TF1,B,2022-01-22,2021-09-30,0
797,TS1,B,2021-07-22,2021-02-07,17731
797,TF1,B,2021-07-22,2021-02-07,0
798,TF1,B,2021-03-05,2021-04-08,97281
798,TS1,B,2021-03-05,2021-04-08,0
799,TS1,A,2021-04-12,9999-12-31,67253
799,TF1,A,2021-04-12,9999-12-31,0
800,TF1,B,2021-04-02,2021-02-06,43778
800,TS1,B,2021-04-02,2021-02-06,0
801,TF1,A,2021-04-28,9999-12-31,29645
801,TS1,A,2021-04-28,9999-12-31,0
802,TF1,B,2021-11-02,2021-03-21,94659
802,TS1,B,2021-11-02,2021-03-21,0
803,TS1,A,2022-04-10,9999-12-31,94326
803,TF1,A,2022-04-10,9999-12-31,0
804,TF1,A,2021-08-03,9999-12-31,58484
804,TS1,A,2021-08-03,9999-12-31,0
805,TS1,A,2021-11-27,9999-12-31,74932
805,TF1,A,2021-11-27,9999-12-31,0
806,TS1,A,2022-04-03,9999-12-31,6581
806,TF1,A,2022-04-03,9999-12-31,0
807,TF1,B,2021-07-07,2021-02-26,58129
807,TS1,B,2021-07-07,2021-02-26,0
808,TF1,B,2021-04-01,2022-03-08,3734
808,TS1,B,2021-04-01,2022-03-08,0
809,TS1,A,2021-08-25,9999-12-31,46921
809,TF1,A,2021-08-25,9999-12-31,0
810,TS1,B,2022-01-12,2021-10-22,54619
810,TF1,B,2022-01-12,2021-10-22,0
811,TS1,B,2021-08-14,2022-03-27,65898
811,TF1,B,2021-08-14,2022-03-27,0
812,TF1,A,2021-11-22,9999-12-31,99587
812,TS1,A,2021-11-22,9999-12-31,0
813,TF1,B,2021-02-25,2022-06-08,22408
813,TS1,B,2021-02-25,2022-06-08,0
814,TS1,B,2021-07-23,2020-10-25,32682
814,TF1,B,2021-07-23,2020-10-25,0
815,TF1,B,2020-12-02,2021-03-19,14399
815,TS1,B,2020-12-02,2021-03-19,0
816,TF1,B,2022-04-07,2021-09-13,96179
816,TS1,B,2022-04-07,2021-09-13,0
817,TS1,A,2021-05-05,9999-12-31,48676
817,TF1,A,2021-05-05,9999-12-31,0
818,TF1,A,2022-01-30,9999-12-31,43340
818,TS1,A,2022-01-30,9999-12-31,0
819,TS1,B,2021-11-10,2021-06-23,48977
819,TF1,B,2021-11-10,2021-06-23,0
820,TF1,A,2022-06-23,9999-12-31,29906
820,TS1,A,2022-06-23,9999-12-31,0
821,TS1,B,2020-10-16,2021-01-14,33343
821,TF1,B,2020-10-16,2021-01-14,0
822,TS1,A,2021-04-06,9999-12-31,30192
822,TF1,A,2021-04-06,9999-12-31,0
823,TS1,B,2021-10-04,2020-11-20,70650
823,TF1,B,2021-10-04,2020-11-20,0
824,TF1,B,2021-06-03,2022-03-31,28469
824,TS1,B,2021-06-03,2022-03-31,0
825,TS1,B,2021-02-27,2021-08-19,18844
825,TF1,B,2021-02-27,2021-08-19,0
826,TF1,A,2020-12-23,9999-12-31,24929
826,TS1,A,2020-12-23,9999-12-31,0
827,TS1,A,2022-04-09,9999-12-31,36825
827,TF1,A,2022-04-09,9999-12-31,0
828,TF1,B,2021-03-28,2022-07-01,46667
828,TS1,B,2021-03-28,2022-07-01,0
829,TF1,B,2021-11-02,2021-05-04,14873
829,TS1,B,2021-11-02,2021-05-04,0
830,TS1,B,2021-07-13,2021-04-09,2052
830,TF1,B,2021-07-13,2021-04-09,0
831,TS1,A,2021-10-07,9999-12-31,34902
831,TF1,A,2021-10-07,9999-12-31,0
832,TS1,A,2021-11-02,9999-12-31,54058
832,TF1,A,2021-11-02,9999-12-31,0
833,TF1,A,2021-10-09,9999-12-31,18317
833,TS1,A,2021-10-09,9999-12-31,0
834,TF1,B,2021-09-21,2021-03-26,20355
834,TS1,B,2021-09-21,2021-03-26,0
835,TF1,B,2020-11-04,2021-03-14,31890
835,TS1,B,2020-11-04,2021-03-14,0
836,TS1,A,2021-12-16,9999-12-31,97948
836,TF1,A,2021-12-16,9999-12-31,0
837,TS1,B,2022-07-02,2022-03-04,96455
837,TF1,B,2022-07-02,2022-03-04,0
838,TF1,B,2021-07-13,2022-01-28,54747
838,TS1,B,2021-07-13,2022-01-28,0
839,TS1,B,2021-09-02,2021-01-01,5648
839,TF1,B,2021-09-02,2021-01-01,0
840,TS1,A,2021-10-08,9999-12-31,63982
840,TF1,A,2021-10-08,9999-12-31,0
841,TF1,A,2020-11-20,9999-12-31,8956
841,TS1,A,2020-11-20,9999-12-31,0
842,TF1,B,2021-01-05,2021-11-27,57922
842,TS1,B,2021-01-05,2021-11-27,0
843,TS1,A,2021-05-25,9999-12-31,57918
843,TF1,A,2021-05-25,9999-12-31,0
844,TF1,A,2021-04-16,9999-12-31,65490
844,TS1,A,2021-04-16,9999-12-31,0
845,TF1,B,2021-04-15,2021-10-17,78377
845,TS1,B,2021-04-15,2021-10-17,0
846,TF1,A,2021-02-13,9999-12-31,37617
846,TS1,A,2021-02-13,9999-12-31,0
847,TF1,A,2021-11-22,9999-12-31,87115
847,TS1,A,2021-11-22,9999-12-31,0
848,TS1,A,2022-05-14,9999-12-31,8215
848,TF1,A,2022-05-14,9999-12-31,0
849,TF1,A,2022-04-22,9999-12-31,14789
849,TS1,A,2022-04-22,9999-12-31,0
850,TF1,A,2021-11-15,9999-12-31,75178
850,TS1,A,2021-11-15,9999-12-31,0
851,TS1,B,2021-01-13,2022-04-07,67656
851,TF1,B,2021-01-13,2022-04-07,0
852,TF1,B,2021-10-13,2021-09-25,17559
852,TS1,B,2021-10-13,2021-09-25,0
853,TF1,A,2021-07-20,9999-12-31,41858
853,TS1,A,2021-07-20,9999-12-31,0
854,TF1,A,2021-02-21,9999-12-31,32002
854,TS1,A,2021-02-21,9999-12-31,0
