numpoliza,pol_estado,fecha_efecto,fecha_sol,fecha_vencimiento,forma_pago,fecha_baja,causa_baja,fecha_suspension,causa_suspen
595,PA,2021-09-11,2021-09-10,2026-01-28,M,2022-02-20,CL,9999-12-31, 
596,PV,2021-01-06,2021-01-05,2027-12-27,U,9999-12-31, ,9999-12-31, 
597,PV,2021-11-04,2021-11-03,2027-12-15,T,9999-12-31, ,9999-12-31, 
598,PV,2020-11-07,2020-11-06,2024-01-29,T,9999-12-31, ,9999-12-31, 
599,PS,2020-10-21,2020-10-20,2022-07-22,U,9999-12-31, ,2022-03-21,CL
600,PV,2021-03-25,2021-03-24,2028-08-01,U,9999-12-31, ,9999-12-31, 
601,PS,2021-01-03,2021-01-02,2026-10-03,U,9999-12-31, ,2021-02-20,CL
602,PA,2021-12-15,2021-12-14,2027-08-27,S,2022-06-02,CL,9999-12-31, 
603,PS,2022-01-02,2022-01-01,2026-02-28,T,9999-12-31, ,2022-03-18,FP
604,PS,2020-10-20,2020-10-19,2022-11-23,M,9999-12-31, ,2021-07-20,FP
605,PV,2021-05-13,2021-05-12,2027-09-15,M,9999-12-31, ,9999-12-31, 
606,PA,2021-02-15,2021-02-14,2025-04-03,T,2022-05-12,FA,9999-12-31, 
607,PS,2021-08-28,2021-08-27,2030-06-09,T,9999-12-31, ,2022-02-02,FP
608,PS,2021-08-15,2021-08-14,2030-04-28,S,9999-12-31, ,2021-09-19,FP
609,PS,2021-02-04,2021-02-03,2025-05-31,A,9999-12-31, ,2021-09-09,FP
610,PS,2021-04-02,2021-04-01,2023-10-02,S,9999-12-31, ,2021-12-04,FP
611,PV,2022-04-01,2022-03-31,2023-06-01,A,9999-12-31, ,9999-12-31, 
612,PV,2021-02-06,2021-02-05,2028-07-02,S,9999-12-31, ,9999-12-31, 
613,PV,2021-11-03,2021-11-02,2023-08-09,U,9999-12-31, ,9999-12-31, 
614,PS,2021-11-06,2021-11-05,2029-03-01,A,9999-12-31, ,2022-03-14,FP
615,PV,2020-10-26,2020-10-25,2021-03-25,A,9999-12-31, ,9999-12-31, 
616,PA,2021-05-16,2021-05-15,2028-02-01,A,2021-11-04,FP,9999-12-31, 
617,PS,2021-08-29,2021-08-28,2024-10-11,S,9999-12-31, ,2022-01-11,CL
618,PV,2021-06-14,2021-06-13,2027-12-28,U,9999-12-31, ,9999-12-31, 
619,PV,2020-11-10,2020-11-09,2027-12-30,M,9999-12-31, ,9999-12-31, 
620,PS,2022-02-10,2022-02-09,2025-02-26,A,9999-12-31, ,2022-02-25,CL
621,PA,2022-05-06,2022-05-05,2029-09-14,U,2022-07-05,TR,9999-12-31, 
622,PV,2022-04-28,2022-04-27,2024-02-17,A,9999-12-31, ,9999-12-31, 
623,PS,2021-04-16,2021-04-15,2029-07-19,A,9999-12-31, ,2022-03-19,CL
624,PA,2021-06-23,2021-06-22,2026-04-05,A,2022-04-07,TR,9999-12-31, 
625,PS,2021-06-18,2021-06-17,2025-08-18,U,9999-12-31, ,2021-08-26,FP
626,PV,2020-11-04,2020-11-03,2029-11-15,S,9999-12-31, ,9999-12-31, 
627,PV,2022-01-04,2022-01-03,2025-09-04,A,9999-12-31, ,9999-12-31, 
628,PA,2021-02-25,2021-02-24,2025-12-07,M,2021-11-02,FA,9999-12-31, 
629,PA,2020-10-16,2020-10-15,2025-06-12,S,2021-07-25,CL,9999-12-31, 
630,PS,2022-02-18,2022-02-17,2030-06-25,M,9999-12-31, ,2022-05-23,FP
631,PA,2021-04-03,2021-04-02,2028-01-04,T,2022-04-14,FP,9999-12-31, 
632,PS,2021-02-07,2021-02-06,2028-04-15,T,9999-12-31, ,2022-02-15,CL
633,PS,2020-11-19,2020-11-18,2023-11-15,T,9999-12-31, ,2021-07-09,FP
634,PV,2022-01-18,2022-01-17,2028-04-15,A,9999-12-31, ,9999-12-31, 
635,PV,2021-09-15,2021-09-14,2023-02-26,A,9999-12-31, ,9999-12-31, 
636,PA,2022-02-12,2022-02-11,2023-11-21,U,2022-02-27,FA,9999-12-31, 
637,PS,2021-12-03,2021-12-02,2030-06-23,M,9999-12-31, ,2022-04-29,CL
638,PA,2021-10-07,2021-10-06,2023-12-18,T,2022-01-09,CL,9999-12-31, 
639,PV,2021-11-28,2021-11-27,2024-09-21,M,9999-12-31, ,9999-12-31, 
640,PV,2022-05-16,2022-05-15,2025-02-06,M,9999-12-31, ,9999-12-31, 
641,PA,2021-08-31,2021-08-30,2028-12-02,U,2021-12-22,FA,9999-12-31, 
642,PA,2021-09-03,2021-09-02,2023-02-16,M,2022-03-18,TR,9999-12-31, 
643,PA,2021-08-13,2021-08-12,2023-01-02,M,2022-02-03,TR,9999-12-31, 
644,PA,2021-12-15,2021-12-14,2024-09-14,U,2022-03-16,CL,9999-12-31, 
645,PV,2021-12-20,2021-12-19,2029-12-01,M,9999-12-31, ,9999-12-31, 
646,PS,2021-09-15,2021-09-14,2026-01-07,U,9999-12-31, ,2022-06-04,CL
647,PV,2021-02-08,2021-02-07,2029-06-25,S,9999-12-31, ,9999-12-31, 
648,PS,2022-03-29,2022-03-28,2023-02-20,T,9999-12-31, ,2022-05-26,FP
649,PS,2021-02-09,2021-02-08,2024-06-04,A,9999-12-31, ,2022-03-02,CL
650,PA,2020-11-26,2020-11-25,2026-01-02,S,2022-02-25,CL,9999-12-31, 
651,PV,2022-05-02,2022-05-01,2028-02-11,M,9999-12-31, ,9999-12-31, 
652,PA,2020-12-22,2020-12-21,2022-09-18,A,2022-03-27,TR,9999-12-31, 
653,PS,2021-01-03,2021-01-02,2027-03-10,A,9999-12-31, ,2021-02-22,FP
654,PS,2021-11-18,2021-11-17,2029-07-26,M,9999-12-31, ,2021-11-19,CL
655,PV,2021-10-28,2021-10-27,2030-04-29,S,9999-12-31, ,9999-12-31, 
656,PA,2022-01-20,2022-01-19,2023-07-17,A,2022-06-11,CL,9999-12-31, 
657,PV,2021-04-11,2021-04-10,2021-11-22,U,9999-12-31, ,9999-12-31, 
658,PV,2022-05-29,2022-05-28,2025-03-23,S,9999-12-31, ,9999-12-31, 
659,PA,2022-05-24,2022-05-23,2028-02-15,M,2022-06-24,FP,9999-12-31, 
660,PV,2022-05-17,2022-05-16,2025-05-15,A,9999-12-31, ,9999-12-31, 
661,PV,2020-10-28,2020-10-27,2027-06-21,S,9999-12-31, ,9999-12-31, 
662,PS,2021-11-20,2021-11-19,2025-04-23,A,9999-12-31, ,2022-04-13,FP
663,PS,2020-11-22,2020-11-21,2026-05-09,U,9999-12-31, ,2022-04-13,FP
664,PS,2022-05-11,2022-05-10,2027-02-25,U,9999-12-31, ,2022-07-04,CL
665,PA,2020-12-07,2020-12-06,2026-03-10,S,2021-01-12,FP,9999-12-31, 
666,PA,2020-11-25,2020-11-24,2023-12-21,S,2021-01-21,FA,9999-12-31, 
667,PS,2021-09-23,2021-09-22,2024-02-13,A,9999-12-31, ,2022-05-22,FP
668,PS,2020-11-09,2020-11-08,2023-06-09,M,9999-12-31, ,2020-11-16,CL
669,PV,2022-06-27,2022-06-26,2030-06-06,M,9999-12-31, ,9999-12-31, 
670,PA,2022-06-21,2022-06-20,2025-07-26,U,2022-07-04,CL,9999-12-31, 
671,PA,2021-03-20,2021-03-19,2029-11-19,T,2021-11-06,TR,9999-12-31, 
672,PV,2021-01-02,2021-01-01,2028-09-21,S,9999-12-31, ,9999-12-31, 
673,PV,2022-05-18,2022-05-17,2029-10-27,A,9999-12-31, ,9999-12-31, 
674,PS,2021-09-01,2021-08-31,2023-06-12,M,9999-12-31, ,2022-03-14,CL
675,PA,2021-06-01,2021-05-31,2029-04-05,S,2022-03-04,CL,9999-12-31, 
676,PV,2020-10-23,2020-10-22,2029-02-28,U,9999-12-31, ,9999-12-31, 
677,PV,2021-07-16,2021-07-15,2026-12-31,A,9999-12-31, ,9999-12-31, 
678,PS,2022-04-15,2022-04-14,2024-06-17,T,9999-12-31, ,2022-05-16,CL
679,PA,2021-05-29,2021-05-28,2024-05-13,M,2021-06-18,TR,9999-12-31, 
680,PS,2022-06-21,2022-06-20,2022-09-01,U,9999-12-31, ,2022-07-05,FP
681,PS,2021-06-26,2021-06-25,2023-09-28,T,9999-12-31, ,2021-11-17,FP
682,PA,2021-06-29,2021-06-28,2027-03-14,U,2022-06-05,FP,9999-12-31, 
683,PA,2020-11-04,2020-11-03,2023-05-19,A,2021-03-07,FA,9999-12-31, 
684,PS,2021-06-17,2021-06-16,2027-06-01,A,9999-12-31, ,2021-11-12,FP
685,PV,2021-07-20,2021-07-19,2024-02-04,A,9999-12-31, ,9999-12-31, 
686,PS,2022-06-11,2022-06-10,2028-05-02,A,9999-12-31, ,2022-06-26,FP
687,PV,2021-10-02,2021-10-01,2023-09-10,A,9999-12-31, ,9999-12-31, 
688,PV,2022-03-04,2022-03-03,2023-10-29,M,9999-12-31, ,9999-12-31, 
689,PA,2021-10-18,2021-10-17,2026-11-06,A,2022-03-16,CL,9999-12-31, 
690,PV,2022-01-09,2022-01-08,2024-04-04,T,9999-12-31, ,9999-12-31, 
691,PS,2021-06-03,2021-06-02,2027-04-28,M,9999-12-31, ,2021-07-30,CL
692,PV,2021-10-23,2021-10-22,2029-10-10,U,9999-12-31, ,9999-12-31, 
693,PS,2021-10-21,2021-10-20,2025-01-13,T,9999-12-31, ,2022-02-05,FP
694,PV,2022-05-18,2022-05-17,2026-12-15,S,9999-12-31, ,9999-12-31, 
695,PV,2021-03-26,2021-03-25,2027-12-23,S,9999-12-31, ,9999-12-31, 
696,PA,2022-07-02,2022-07-01,2025-01-19,T,2022-07-03,TR,9999-12-31, 
697,PS,2022-06-16,2022-06-15,2023-12-16,U,9999-12-31, ,2022-06-27,CL
698,PA,2021-08-13,2021-08-12,2023-06-02,M,2021-10-06,FA,9999-12-31, 
699,PS,2021-05-16,2021-05-15,2023-10-08,M,9999-12-31, ,2022-05-22,CL
700,PA,2021-10-23,2021-10-22,2026-02-06,T,2022-02-28,TR,9999-12-31, 
701,PS,2020-11-23,2020-11-22,2027-11-27,M,9999-12-31, ,2021-08-17,FP
702,PS,2021-11-28,2021-11-27,2023-09-03,M,9999-12-31, ,2022-04-20,CL
703,PA,2021-09-30,2021-09-29,2024-07-15,U,2022-02-03,FP,9999-12-31, 
704,PA,2022-02-05,2022-02-04,2028-12-16,M,2022-03-24,FA,9999-12-31, 
705,PA,2022-01-12,2022-01-11,2025-08-17,A,2022-06-29,FA,9999-12-31, 
706,PS,2021-07-30,2021-07-29,2023-03-22,T,9999-12-31, ,2022-05-11,CL
707,PV,2021-07-03,2021-07-02,2025-04-27,A,9999-12-31, ,9999-12-31, 
708,PS,2022-02-09,2022-02-08,2025-02-16,S,9999-12-31, ,2022-04-16,CL
709,PS,2021-06-27,2021-06-26,2024-11-24,M,9999-12-31, ,2022-06-08,CL
710,PS,2020-10-18,2020-10-17,2025-09-17,T,9999-12-31, ,2021-09-04,CL
711,PA,2020-11-22,2020-11-21,2024-04-18,S,2021-10-16,CL,9999-12-31, 
712,PS,2021-08-22,2021-08-21,2028-09-11,M,9999-12-31, ,2021-08-31,CL
713,PS,2022-02-22,2022-02-21,2027-06-26,T,9999-12-31, ,2022-03-11,FP
714,PA,2022-03-01,2022-02-28,2022-06-01,M,2022-06-18,CL,9999-12-31, 
715,PS,2021-06-27,2021-06-26,2026-08-23,U,9999-12-31, ,2022-06-30,CL
716,PA,2021-10-09,2021-10-08,2027-02-20,U,2022-01-27,FA,9999-12-31, 
717,PS,2021-10-02,2021-10-01,2023-09-20,U,9999-12-31, ,2021-10-06,FP
718,PA,2022-05-14,2022-05-13,2024-09-16,T,2022-06-17,TR,9999-12-31, 
719,PV,2021-04-09,2021-04-08,2030-04-09,T,9999-12-31, ,9999-12-31, 
720,PS,2021-01-10,2021-01-09,2028-05-11,A,9999-12-31, ,2021-02-25,CL
721,PA,2021-08-24,2021-08-23,2021-10-14,A,2021-10-18,TR,9999-12-31, 
722,PA,2021-10-15,2021-10-14,2026-06-02,A,2022-06-13,TR,9999-12-31, 
723,PS,2022-06-25,2022-06-24,2026-10-28,A,9999-12-31, ,2022-06-26,FP
724,PS,2021-05-17,2021-05-16,2025-07-07,A,9999-12-31, ,2021-12-05,CL
725,PA,2021-09-09,2021-09-08,2026-10-08,U,2022-01-08,TR,9999-12-31, 
726,PV,2021-03-15,2021-03-14,2024-09-01,S,9999-12-31, ,9999-12-31, 
727,PS,2021-03-05,2021-03-04,2024-10-27,A,9999-12-31, ,2021-03-07,CL
728,PS,2021-02-13,2021-02-12,2025-10-07,U,9999-12-31, ,2022-05-14,FP
729,PS,2021-10-11,2021-10-10,2029-05-20,T,9999-12-31, ,2022-06-30,CL
730,PV,2022-01-06,2022-01-05,2027-11-30,S,9999-12-31, ,9999-12-31, 
731,PS,2021-05-25,2021-05-24,2021-06-15,T,9999-12-31, ,2022-01-23,CL
732,PA,2020-11-20,2020-11-19,2022-07-05,A,2021-07-20,CL,9999-12-31, 
733,PS,2021-04-01,2021-03-31,2028-09-27,U,9999-12-31, ,2022-01-19,CL
734,PA,2022-03-19,2022-03-18,2025-11-03,A,2022-05-01,CL,9999-12-31, 
735,PV,2020-12-17,2020-12-16,2021-03-04,A,9999-12-31, ,9999-12-31, 
736,PV,2020-11-24,2020-11-23,2026-10-05,A,9999-12-31, ,9999-12-31, 
737,PA,2020-11-22,2020-11-21,2029-03-13,S,2021-10-26,FP,9999-12-31, 
738,PV,2021-05-11,2021-05-10,2025-05-08,M,9999-12-31, ,9999-12-31, 
739,PS,2021-01-21,2021-01-20,2025-12-19,U,9999-12-31, ,2021-10-17,FP
740,PS,2022-06-12,2022-06-11,2024-01-17,M,9999-12-31, ,2022-06-27,CL
741,PV,2021-08-31,2021-08-30,2025-01-20,M,9999-12-31, ,9999-12-31, 
742,PA,2020-10-11,2020-10-10,2027-12-02,A,2020-11-04,FP,9999-12-31, 
743,PA,2020-10-18,2020-10-17,2026-10-16,M,2020-12-26,FA,9999-12-31, 
744,PV,2022-04-14,2022-04-13,2028-09-02,A,9999-12-31, ,9999-12-31, 
745,PS,2022-04-11,2022-04-10,2022-10-28,A,9999-12-31, ,2022-07-02,CL
746,PV,2021-03-19,2021-03-18,2028-08-22,S,9999-12-31, ,9999-12-31, 
747,PV,2022-05-04,2022-05-03,2023-12-24,U,9999-12-31, ,9999-12-31, 
748,PS,2020-12-09,2020-12-08,2022-03-30,A,9999-12-31, ,2021-01-31,FP
749,PS,2021-03-25,2021-03-24,2028-08-20,T,9999-12-31, ,2021-04-07,FP
750,PA,2021-01-16,2021-01-15,2023-02-28,U,2021-04-24,FA,9999-12-31, 
751,PA,2021-07-05,2021-07-04,2024-04-06,U,2021-08-26,FA,9999-12-31, 
752,PV,2021-02-16,2021-02-15,2025-11-24,M,9999-12-31, ,9999-12-31, 
753,PV,2021-06-28,2021-06-27,2029-05-22,T,9999-12-31, ,9999-12-31, 
754,PV,2021-11-10,2021-11-09,2025-09-18,S,9999-12-31, ,9999-12-31, 
755,PV,2021-06-05,2021-06-04,2027-08-27,U,9999-12-31, ,9999-12-31, 
756,PV,2021-05-15,2021-05-14,2022-11-19,U,9999-12-31, ,9999-12-31, 
757,PS,2022-02-19,2022-02-18,2025-08-14,T,9999-12-31, ,2022-06-12,FP
758,PV,2022-05-29,2022-05-28,2026-08-05,U,9999-12-31, ,9999-12-31, 
759,PV,2022-05-25,2022-05-24,2025-04-24,T,9999-12-31, ,9999-12-31, 
760,PA,2021-07-04,2021-07-03,2028-11-03,T,2021-12-21,CL,9999-12-31, 
761,PS,2021-04-22,2021-04-21,2026-07-28,S,9999-12-31, ,2021-07-09,FP
762,PS,2021-08-09,2021-08-08,2025-06-27,M,9999-12-31, ,2022-04-14,CL
763,PV,2021-10-20,2021-10-19,2029-10-18,T,9999-12-31, ,9999-12-31, 
764,PS,2022-02-25,2022-02-24,2024-06-08,A,9999-12-31, ,2022-03-30,CL
765,PS,2022-03-23,2022-03-22,2025-05-19,M,9999-12-31, ,2022-05-26,FP
766,PV,2021-01-25,2021-01-24,2022-10-11,T,9999-12-31, ,9999-12-31, 
767,PV,2021-11-02,2021-11-01,2022-06-27,A,9999-12-31, ,9999-12-31, 
768,PS,2021-02-22,2021-02-21,2029-06-21,U,9999-12-31, ,2022-05-08,CL
769,PS,2022-04-20,2022-04-19,2027-12-24,A,9999-12-31, ,2022-05-04,FP
770,PV,2020-12-06,2020-12-05,2029-03-10,A,9999-12-31, ,9999-12-31, 
771,PS,2021-06-10,2021-06-09,2027-12-23,A,9999-12-31, ,2022-01-03,FP
772,PA,2021-06-15,2021-06-14,2028-06-12,U,2021-11-12,FP,9999-12-31, 
773,PV,2022-01-01,2021-12-31,2024-05-12,M,9999-12-31, ,9999-12-31, 
774,PA,2021-10-04,2021-10-03,2021-12-10,A,2021-12-23,CL,9999-12-31, 
775,PV,2021-05-01,2021-04-30,2025-02-06,T,9999-12-31, ,9999-12-31, 
776,PV,2022-05-25,2022-05-24,2028-12-17,U,9999-12-31, ,9999-12-31, 
777,PV,2021-08-12,2021-08-11,2023-01-22,T,9999-12-31, ,9999-12-31, 
778,PA,2022-04-14,2022-04-13,2025-02-25,T,2022-06-21,CL,9999-12-31, 
779,PS,2022-04-11,2022-04-10,2027-04-21,S,9999-12-31, ,2022-06-04,CL
780,PV,2022-03-23,2022-03-22,2028-11-24,S,9999-12-31, ,9999-12-31, 
781,PV,2021-12-13,2021-12-12,2029-09-28,M,9999-12-31, ,9999-12-31, 
782,PA,2022-03-21,2022-03-20,2029-09-20,T,2022-04-16,CL,9999-12-31, 
783,PV,2022-03-30,2022-03-29,2023-06-27,S,9999-12-31, ,9999-12-31, 
784,PV,2021-04-26,2021-04-25,2021-07-31,M,9999-12-31, ,9999-12-31, 
785,PA,2021-05-08,2021-05-07,2030-05-07,T,2022-04-18,CL,9999-12-31, 
786,PS,2020-11-01,2020-10-31,2022-07-22,S,9999-12-31, ,2021-06-12,FP
787,PA,2022-03-29,2022-03-28,2025-01-31,T,2022-06-07,FP,9999-12-31, 
788,PS,2021-08-22,2021-08-21,2022-06-08,U,9999-12-31, ,2022-03-01,FP
789,PS,2022-06-01,2022-05-31,2030-06-13,U,9999-12-31, ,2022-06-07,CL
790,PA,2021-12-27,2021-12-26,2025-03-24,T,2022-05-24,FP,9999-12-31, 
791,PS,2020-10-20,2020-10-19,2022-08-21,M,9999-12-31, ,2022-02-22,CL
792,PV,2022-02-16,2022-02-15,2026-01-21,S,9999-12-31, ,9999-12-31, 
793,PV,2020-11-14,2020-11-13,2022-11-15,T,9999-12-31, ,9999-12-31, 
794,PA,2022-03-30,2022-03-29,2023-03-11,U,2022-06-07,CL,9999-12-31, 
795,PS,2021-12-27,2021-12-26,2026-12-19,T,9999-12-31, ,2022-03-04,CL
796,PA,2022-03-11,2022-03-10,2022-05-30,M,2022-06-19,FP,9999-12-31, 
797,PA,2021-01-22,2021-01-21,2028-10-12,S,2022-02-19,FP,9999-12-31, 
798,PV,2021-12-19,2021-12-18,2030-06-03,M,9999-12-31, ,9999-12-31, 
799,PV,2021-01-07,2021-01-06,2026-07-04,S,9999-12-31, ,9999-12-31, 
800,PS,2021-09-15,2021-09-14,2022-05-08,M,9999-12-31, ,2022-04-01,FP
801,PV,2020-11-26,2020-11-25,2021-10-20,T,9999-12-31, ,9999-12-31, 
802,PS,2020-11-27,2020-11-26,2027-08-08,S,9999-12-31, ,2021-07-14,FP
803,PV,2022-05-25,2022-05-24,2028-02-12,M,9999-12-31, ,9999-12-31, 
804,PV,2022-03-09,2022-03-08,2025-08-27,T,9999-12-31, ,9999-12-31, 
805,PV,2022-04-16,2022-04-15,2024-06-12,M,9999-12-31, ,9999-12-31, 
806,PV,2021-10-27,2021-10-26,2023-11-08,A,9999-12-31, ,9999-12-31, 
807,PA,2021-07-14,2021-07-13,2028-01-23,T,2022-06-29,CL,9999-12-31, 
808,PA,2021-08-10,2021-08-09,2025-07-28,M,2022-03-03,FA,9999-12-31, 
809,PS,2022-05-11,2022-05-10,2028-02-29,A,9999-12-31, ,2022-05-31,FP
810,PA,2021-02-26,2021-02-25,2025-04-17,T,2021-11-11,TR,9999-12-31, 
811,PA,2022-05-13,2022-05-12,2028-05-08,U,2022-05-20,CL,9999-12-31, 
812,PV,2020-11-13,2020-11-12,2024-09-16,M,9999-12-31, ,9999-12-31, 
813,PA,2022-07-02,2022-07-01,2026-02-27,A,2022-07-02,FA,9999-12-31, 
814,PA,2021-08-17,2021-08-16,2027-03-22,M,2021-11-16,TR,9999-12-31, 
815,PV,2022-02-20,2022-02-19,2024-07-27,M,9999-12-31, ,9999-12-31, 
816,PV,2021-01-14,2021-01-13,2027-04-03,U,9999-12-31, ,9999-12-31, 
817,PA,2022-06-26,2022-06-25,2026-11-17,U,2022-07-02,FP,9999-12-31, 
818,PS,2021-03-02,2021-03-01,2021-09-18,T,9999-12-31, ,2021-07-12,FP
819,PS,2020-12-22,2020-12-21,2023-03-22,M,9999-12-31, ,2022-06-10,FP
820,PA,2020-12-13,2020-12-12,2023-02-23,M,2021-07-10,TR,9999-12-31, 
821,PS,2022-03-12,2022-03-11,2025-07-13,A,9999-12-31, ,2022-04-27,FP
822,PA,2022-05-31,2022-05-30,2024-04-19,T,2022-06-01,FP,9999-12-31, 
823,PA,2021-09-21,2021-09-20,2029-06-08,M,2021-12-26,FA,9999-12-31, 
824,PV,2022-05-03,2022-05-02,2025-07-06,S,9999-12-31, ,9999-12-31, 
825,PV,2021-08-19,2021-08-18,2028-08-18,A,9999-12-31, ,9999-12-31, 
826,PV,2020-12-29,2020-12-28,2022-08-25,A,9999-12-31, ,9999-12-31, 
827,PS,2022-01-29,2022-01-28,2029-05-26,M,9999-12-31, ,2022-03-29,CL
828,PA,2020-10-25,2020-10-24,2021-10-05,S,2022-07-02,TR,9999-12-31, 
829,PS,2022-01-30,2022-01-29,2024-01-18,A,9999-12-31, ,2022-05-21,FP
830,PA,2021-11-17,2021-11-16,2029-10-10,U,2022-05-17,FA,9999-12-31, 
831,PV,2022-01-22,2022-01-21,2022-06-26,M,9999-12-31, ,9999-12-31, 
832,PA,2022-04-11,2022-04-10,2027-06-06,U,2022-06-23,TR,9999-12-31, 
833,PV,2020-10-23,2020-10-22,2024-08-30,S,9999-12-31, ,9999-12-31, 
834,PA,2021-01-08,2021-01-07,2021-04-01,S,2022-05-19,TR,9999-12-31, 
835,PS,2022-04-26,2022-04-25,2029-09-07,M,9999-12-31, ,2022-06-03,FP
836,PV,2022-05-25,2022-05-24,2022-11-27,T,9999-12-31, ,9999-12-31, 
837,PS,2021-01-10,2021-01-09,2025-03-16,T,9999-12-31, ,2021-11-29,FP
838,PV,2022-05-01,2022-04-30,2030-05-28,A,9999-12-31, ,9999-12-31, 
839,PA,2021-01-27,2021-01-26,2025-10-10,M,2021-04-18,FP,9999-12-31, 
840,PA,2021-03-01,2021-02-28,2022-04-26,T,2022-07-03,CL,9999-12-31, 
841,PS,2022-03-25,2022-03-24,2024-08-12,U,9999-12-31, ,2022-05-14,CL
842,PS,2021-11-30,2021-11-29,2027-07-10,U,9999-12-31, ,2022-06-09,CL
843,PV,2022-06-13,2022-06-12,2024-10-31,U,9999-12-31, ,9999-12-31, 
844,PS,2021-09-30,2021-09-29,2024-06-26,M,9999-12-31, ,2022-04-08,CL
845,PA,2020-10-21,2020-10-20,2026-01-31,U,2022-03-05,TR,9999-12-31, 
846,PV,2020-12-02,2020-12-01,2023-11-09,T,9999-12-31, ,9999-12-31, 
847,PA,2021-01-06,2021-01-05,2028-02-10,S,2021-11-09,CL,9999-12-31, 
848,PV,2022-03-10,2022-03-09,2027-10-14,M,9999-12-31, ,9999-12-31, 
849,PS,2021-11-27,2021-11-26,2023-09-29,T,9999-12-31, ,2022-03-12,CL
850,PV,2022-04-23,2022-04-22,2029-05-06,M,9999-12-31, ,9999-12-31, 
851,PV,2022-06-12,2022-06-11,2027-07-04,T,9999-12-31, ,9999-12-31, 
852,PS,2021-09-25,2021-09-24,2026-10-21,U,9999-12-31, ,2022-04-26,FP
853,PA,2021-02-14,2021-02-13,2026-07-04,U,2021-10-17,FA,9999-12-31, 
854,PA,2022-03-24,2022-03-23,2028-10-08,U,2022-04-18,FP,9999-12-31, 
855,PS,2022-07-03,2022-07-02,2030-05-05,T,9999-12-31, ,2022-07-03,FP
856,PV,2021-09-13,2021-09-12,2027-01-02,S,9999-12-31, ,9999-12-31, 
857,PS,2020-12-09,2020-12-08,2023-02-27,M,9999-12-31, ,2021-04-29,FP
858,PV,2021-11-15,2021-11-14,2030-04-11,M,9999-12-31, ,9999-12-31, 
859,PS,2022-02-25,2022-02-24,2028-05-04,A,9999-12-31, ,2022-05-07,CL
860,PV,2022-03-14,2022-03-13,2025-02-05,T,9999-12-31, ,9999-12-31, 
861,PA,2021-07-17,2021-07-16,2029-10-13,A,2022-02-05,CL,9999-12-31, 
862,PV,2022-05-29,2022-05-28,2022-06-27,T,9999-12-31, ,9999-12-31, 
863,PV,2021-09-10,2021-09-09,2025-01-16,S,9999-12-31, ,9999-12-31, 
864,PS,2020-11-17,2020-11-16,2020-12-26,U,9999-12-31, ,2021-06-09,FP
865,PA,2022-04-30,2022-04-29,2023-10-10,S,2022-05-03,FP,9999-12-31, 
866,PV,2021-07-09,2021-07-08,2027-02-11,U,9999-12-31, ,9999-12-31, 
867,PV,2021-07-07,2021-07-06,2023-10-28,U,9999-12-31, ,9999-12-31, 
868,PA,2020-12-07,2020-12-06,2022-11-08,A,2022-01-19,TR,9999-12-31, 
869,PV,2022-05-19,2022-05-18,2027-09-25,A,9999-12-31, ,9999-12-31, 
870,PA,2021-02-17,2021-02-16,2024-05-16,U,2021-12-29,FP,9999-12-31, 
871,PS,2020-11-29,2020-11-28,2022-11-14,U,9999-12-31, ,2021-10-13,FP
872,PV,2022-05-04,2022-05-03,2024-01-04,S,9999-12-31, ,9999-12-31, 
873,PV,2020-10-19,2020-10-18,2023-03-24,T,9999-12-31, ,9999-12-31, 
874,PA,2021-05-06,2021-05-05,2030-01-09,U,2022-04-25,FA,9999-12-31, 
875,PA,2021-04-19,2021-04-18,2024-07-04,A,2021-04-27,FP,9999-12-31, 
876,PS,2021-12-22,2021-12-21,2024-06-09,S,9999-12-31, ,2022-06-25,FP
877,PS,2022-01-09,2022-01-08,2026-02-04,T,9999-12-31, ,2022-03-15,FP
878,PA,2022-06-02,2022-06-01,2029-07-02,S,2022-07-03,CL,9999-12-31, 
879,PV,2021-03-14,2021-03-13,2023-04-17,T,9999-12-31, ,9999-12-31, 
880,PA,2021-06-01,2021-05-31,2026-06-30,T,2021-07-23,CL,9999-12-31, 
881,PS,2022-01-30,2022-01-29,2026-05-06,U,9999-12-31, ,2022-03-24,FP
882,PV,2022-05-03,2022-05-02,2025-06-16,T,9999-12-31, ,9999-12-31, 
883,PV,2021-03-10,2021-03-09,2026-09-09,U,9999-12-31, ,9999-12-31, 
884,PV,2020-12-26,2020-12-25,2025-07-14,S,9999-12-31, ,9999-12-31, 
885,PV,2021-09-17,2021-09-16,2028-11-30,T,9999-12-31, ,9999-12-31, 
886,PS,2021-03-01,2021-02-28,2024-05-04,T,9999-12-31, ,2022-04-16,CL
887,PA,2021-05-06,2021-05-05,2030-03-30,S,2022-05-10,FA,9999-12-31, 
888,PA,2022-02-28,2022-02-27,2022-08-10,M,2022-04-18,FP,9999-12-31, 
889,PS,2022-05-25,2022-05-24,2023-05-23,U,9999-12-31, ,2022-06-30,CL
890,PA,2021-05-25,2021-05-24,2024-04-02,U,2021-12-12,TR,9999-12-31, 
891,PV,2022-05-08,2022-05-07,2025-06-24,T,9999-12-31, ,9999-12-31, 
892,PA,2020-12-11,2020-12-10,2025-07-26,T,2021-03-19,FA,9999-12-31, 
