idcliente,numpoliza,tipo_intervencio,estado,fecha_alta,fecha_baja,orden_inter
111,1110,AS,B,2022-04-15,9999-12-31,1
112,1111,AS,A,2021-12-18,2021-08-06,1
113,1112,AS,A,2021-10-03,2022-06-11,1
114,1113,AS,A,2021-03-10,2021-01-30,1
115,1114,AS,A,2021-09-14,2022-01-15,1
116,1115,AS,B,2021-05-24,9999-12-31,1
117,1116,AS,A,2021-02-15,2022-06-25,1
118,1117,AS,B,2021-08-27,9999-12-31,1
119,1118,AS,A,2021-03-09,2022-01-07,1
120,1119,AS,B,2021-01-07,9999-12-31,1
121,1120,AS,B,2022-04-28,9999-12-31,1
122,1121,AS,B,2022-01-08,9999-12-31,1
123,1122,AS,A,2021-02-19,2021-10-19,1
124,1123,AS,A,2020-12-18,2022-04-10,1
125,1124,AS,B,2021-12-02,9999-12-31,1
126,1125,AS,A,2020-12-14,2021-03-08,1
127,1126,AS,A,2022-05-04,2021-03-04,1
128,1127,AS,A,2022-01-30,2021-11-11,1
129,1128,AS,A,2020-10-15,2022-05-06,1
130,1129,AS,A,2022-06-14,2022-05-12,1
131,1130,AS,B,2021-01-09,9999-12-31,1
132,1131,AS,A,2021-09-09,2021-08-05,1
133,1132,AS,A,2020-10-21,2021-12-29,1
134,1133,AS,B,2021-12-15,9999-12-31,1
135,1134,AS,A,2020-12-08,2021-08-18,1
136,1135,AS,A,2022-07-01,2020-11-25,1
137,1136,AS,A,2021-07-15,2021-08-02,1
138,1137,AS,B,2021-12-13,9999-12-31,1
139,1138,AS,A,2021-02-15,2021-08-25,1
140,1139,AS,A,2021-04-06,2020-10-21,1
141,1140,AS,B,2020-11-17,9999-12-31,1
142,1141,AS,A,2022-04-29,2021-05-18,1
143,1142,AS,A,2022-05-04,2020-12-04,1
144,1143,AS,A,2021-12-24,2022-03-07,1
145,1144,AS,A,2021-03-31,2022-04-10,1
146,1145,AS,A,2022-02-11,2021-07-09,1
147,1146,AS,A,2022-04-02,2021-08-17,1
148,1147,AS,A,2020-11-22,2021-04-07,1
149,1148,AS,A,2021-07-13,2022-04-22,1
150,1149,AS,B,2021-12-18,9999-12-31,1
151,1150,AS,B,2022-01-22,9999-12-31,1
152,1151,AS,B,2021-12-14,9999-12-31,1
153,1152,AS,A,2022-01-07,2020-10-26,1
154,1153,AS,A,2020-12-11,2021-04-20,1
155,1154,AS,B,2021-07-19,9999-12-31,1
156,1155,AS,A,2021-11-21,2021-10-31,1
157,1156,AS,B,2020-10-12,9999-12-31,1
158,1157,AS,A,2020-10-25,2022-06-25,1
159,1158,AS,B,2021-10-28,9999-12-31,1
160,1159,AS,B,2021-03-22,9999-12-31,1
161,1160,AS,A,2021-12-29,2021-03-07,1
162,1161,AS,A,2021-06-13,2021-09-06,1
163,1162,AS,A,2022-02-17,2021-12-17,1
164,1163,AS,B,2020-10-16,9999-12-31,1
165,1164,AS,B,2022-03-31,9999-12-31,1
166,1165,AS,B,2022-05-19,9999-12-31,1
167,1166,AS,B,2021-11-19,9999-12-31,1
168,1167,AS,B,2021-08-20,9999-12-31,1
169,1168,AS,B,2022-05-23,9999-12-31,1
170,1169,AS,A,2021-04-26,2021-08-14,1
171,1170,AS,B,2021-05-31,9999-12-31,1
172,1171,AS,A,2021-01-14,2021-09-21,1
173,1172,AS,A,2022-04-01,2022-06-17,1
174,1173,AS,B,2021-09-21,9999-12-31,1
175,1174,AS,B,2021-11-12,9999-12-31,1
176,1175,AS,B,2021-04-22,9999-12-31,1
177,1176,AS,A,2021-03-07,2021-10-17,1
178,1177,AS,B,2021-01-22,9999-12-31,1
179,1178,AS,B,2022-05-20,9999-12-31,1
180,1179,AS,B,2022-01-14,9999-12-31,1
181,1180,AS,B,2021-07-27,9999-12-31,1
182,1181,AS,A,2021-10-16,2022-05-02,1
183,1182,AS,B,2021-06-17,9999-12-31,1
184,1183,AS,B,2021-10-06,9999-12-31,1
185,1184,AS,B,2022-02-19,9999-12-31,1
186,1185,AS,A,2022-03-28,2021-07-19,1
187,1186,AS,A,2020-11-20,2021-04-11,1
188,1187,AS,A,2021-11-09,2021-05-23,1
189,1188,AS,B,2021-12-03,9999-12-31,1
190,1189,AS,B,2021-04-10,9999-12-31,1
191,1190,AS,A,2021-12-26,2021-10-02,1
192,1191,AS,A,2021-02-14,2021-03-24,1
193,1192,AS,A,2021-04-10,2021-10-25,1
194,1193,AS,A,2021-07-20,2022-03-21,1
195,1194,AS,A,2021-11-19,2022-01-14,1
196,1195,AS,B,2021-07-10,9999-12-31,1
197,1196,AS,B,2021-10-01,9999-12-31,1
198,1197,AS,B,2021-04-10,9999-12-31,1
199,1198,AS,B,2022-02-09,9999-12-31,1
200,1199,AS,A,2021-10-20,2021-01-14,1
201,1200,AS,A,2021-08-18,2022-02-16,1
202,1201,AS,B,2021-08-07,9999-12-31,1
203,1202,AS,A,2021-03-02,2022-07-05,1
204,1203,AS,A,2021-09-10,2020-12-02,1
205,1204,AS,B,2021-01-27,9999-12-31,1
206,1205,AS,B,2020-10-15,9999-12-31,1
207,1206,AS,B,2021-10-01,9999-12-31,1
208,1207,AS,A,2022-05-20,2020-10-30,1
209,1208,AS,A,2022-05-02,2020-12-30,1
210,1209,AS,B,2021-06-04,9999-12-31,1
211,1210,AS,A,2021-07-22,2021-10-31,1
212,1211,AS,A,2021-03-06,2020-10-17,1
213,1212,AS,A,2021-12-19,2021-07-25,1
214,1213,AS,A,2021-07-21,2021-04-06,1
215,1214,AS,B,2022-04-03,9999-12-31,1
216,1215,AS,A,2020-10-20,2022-01-06,1
217,1216,AS,B,2021-03-27,9999-12-31,1
218,1217,AS,B,2022-05-28,9999-12-31,1
219,1218,AS,A,2022-04-02,2020-12-24,1
220,1219,AS,B,2021-09-15,9999-12-31,1
221,1220,AS,A,2021-02-23,2020-12-10,1
222,1221,AS,A,2022-02-13,2021-06-27,1
223,1222,AS,B,2021-06-01,9999-12-31,1
224,1223,AS,A,2021-12-02,2020-11-19,1
225,1224,AS,A,2021-08-06,2021-01-05,1
226,1225,AS,B,2021-04-12,9999-12-31,1
227,1226,AS,A,2022-02-10,2021-10-23,1
228,1227,AS,B,2021-07-20,9999-12-31,1
229,1228,AS,B,2021-01-26,9999-12-31,1
230,1229,AS,A,2021-10-19,2021-06-05,1
231,1230,AS,B,2021-05-30,9999-12-31,1
232,1231,AS,A,2021-10-26,2021-03-07,1
233,1232,AS,A,2021-07-30,2021-01-19,1
234,1233,AS,A,2021-12-26,2022-03-15,1
235,1234,AS,B,2022-05-23,9999-12-31,1
236,1235,AS,B,2021-02-01,9999-12-31,1
237,1236,AS,A,2021-10-18,2021-03-31,1
238,1237,AS,B,2021-09-18,9999-12-31,1
239,1238,AS,B,2022-02-13,9999-12-31,1
240,1239,AS,A,2021-07-01,2021-05-09,1
241,1240,AS,B,2020-12-25,9999-12-31,1
242,1241,AS,A,2021-07-29,2021-12-08,1
243,1242,AS,B,2021-03-01,9999-12-31,1
244,1243,AS,B,2021-09-09,9999-12-31,1
245,1244,AS,A,2021-01-27,2020-11-16,1
246,1245,AS,A,2021-12-27,2020-11-11,1
247,1246,AS,A,2021-11-16,2020-11-13,1
248,1247,AS,B,2022-03-02,9999-12-31,1
249,1248,AS,A,2021-12-08,2021-04-08,1
250,1249,AS,A,2022-06-09,2021-01-31,1
251,1250,AS,A,2022-06-18,2022-04-27,1
252,1251,AS,B,2021-10-22,9999-12-31,1
253,1252,AS,B,2021-02-23,9999-12-31,1
254,1253,AS,B,2022-05-08,9999-12-31,1
255,1254,AS,A,2021-04-25,2021-03-22,1
256,1255,AS,A,2021-10-26,2022-04-23,1
257,1256,AS,B,2021-04-26,9999-12-31,1
258,1257,AS,B,2020-12-28,9999-12-31,1
259,1258,AS,A,2021-07-15,2022-04-30,1
260,1259,AS,B,2021-08-13,9999-12-31,1
261,1260,AS,A,2021-11-13,2022-05-22,1
262,1261,AS,A,2021-06-19,2022-03-09,1
263,1262,AS,B,2021-07-12,9999-12-31,1
264,1263,AS,B,2021-06-29,9999-12-31,1
265,1264,AS,B,2022-04-05,9999-12-31,1
266,1265,AS,A,2022-02-15,2020-12-22,1
267,1266,AS,B,2021-05-12,9999-12-31,1
268,1267,AS,A,2021-06-09,2022-04-15,1
269,1268,AS,A,2021-01-03,2021-06-05,1
270,1269,AS,B,2021-04-18,9999-12-31,1
271,1270,AS,A,2021-02-02,2021-08-25,1
272,1271,AS,B,2020-10-11,9999-12-31,1
273,1272,AS,B,2022-06-09,9999-12-31,1
274,1273,AS,B,2022-04-21,9999-12-31,1
275,1274,AS,B,2021-07-12,9999-12-31,1
276,1275,AS,B,2021-02-27,9999-12-31,1
277,1276,AS,A,2021-10-31,2021-11-11,1
278,1277,AS,B,2022-06-01,9999-12-31,1
279,1278,AS,B,2020-11-17,9999-12-31,1
280,1279,AS,B,2020-12-18,9999-12-31,1
281,1280,AS,B,2021-09-15,9999-12-31,1
282,1281,AS,B,2021-02-08,9999-12-31,1
283,1282,AS,B,2020-12-14,9999-12-31,1
284,1283,AS,A,2022-05-11,2021-03-11,1
285,1284,AS,A,2022-03-07,2021-05-06,1
286,1285,AS,B,2021-08-01,9999-12-31,1
287,1286,AS,A,2022-06-06,2021-10-26,1
288,1287,AS,A,2022-05-19,2020-12-21,1
289,1288,AS,B,2022-06-18,9999-12-31,1
290,1289,AS,A,2021-10-03,2021-02-03,1
291,1290,AS,A,2021-08-02,2021-12-26,1
292,1291,AS,B,2020-12-29,9999-12-31,1
293,1292,AS,B,2020-11-17,9999-12-31,1
294,1293,AS,A,2022-02-08,2022-05-14,1
295,1294,AS,B,2022-06-04,9999-12-31,1
296,1295,AS,A,2021-05-18,2022-04-10,1
297,1296,AS,B,2022-01-08,9999-12-31,1
298,1297,AS,A,2022-01-21,2021-01-07,1
299,1298,AS,B,2021-10-11,9999-12-31,1
300,1299,AS,B,2021-02-16,9999-12-31,1
301,1300,AS,A,2022-02-17,2021-09-02,1
302,1301,AS,A,2021-05-23,2022-01-20,1
303,1302,AS,A,2021-10-22,2021-09-06,1
304,1303,AS,A,2022-05-04,2021-06-30,1
305,1304,AS,A,2021-11-09,2021-10-18,1
306,1305,AS,B,2021-06-01,9999-12-31,1
307,1306,AS,B,2021-10-11,9999-12-31,1
308,1307,AS,A,2021-12-06,2020-10-17,1
309,1308,AS,A,2021-02-15,2022-05-10,1
310,1309,AS,A,2021-12-17,2021-12-07,1
311,1310,AS,A,2022-06-09,2022-01-18,1
312,1311,AS,B,2022-02-09,9999-12-31,1
313,1312,AS,A,2021-01-30,2021-07-04,1
314,1313,AS,A,2020-10-13,2021-08-23,1
315,1314,AS,B,2022-06-28,9999-12-31,1
316,1315,AS,B,2022-04-09,9999-12-31,1
317,1316,AS,B,2021-05-22,9999-12-31,1
318,1317,AS,B,2022-03-29,9999-12-31,1
319,1318,AS,A,2021-04-21,2020-11-26,1
320,1319,AS,B,2021-01-30,9999-12-31,1
321,1320,AS,A,2021-04-03,2022-05-04,1
322,1321,AS,B,2021-01-24,9999-12-31,1
323,1322,AS,B,2021-04-01,9999-12-31,1
324,1323,AS,A,2020-12-27,2021-11-16,1
325,1324,AS,A,2022-03-31,2020-12-07,1
326,1325,AS,A,2021-06-26,2021-01-20,1
327,1326,AS,A,2021-02-07,2020-12-08,1
328,1327,AS,B,2020-11-06,9999-12-31,1
329,1328,AS,A,2022-03-17,2021-04-18,1
330,1329,AS,B,2021-10-05,9999-12-31,1
331,1330,AS,B,2021-01-08,9999-12-31,1
332,1331,AS,B,2021-08-10,9999-12-31,1
333,1332,AS,B,2021-08-10,9999-12-31,1
334,1333,AS,B,2021-03-19,9999-12-31,1
335,1334,AS,A,2021-07-26,2021-01-18,1
336,1335,AS,B,2021-07-01,9999-12-31,1
337,1336,AS,A,2021-01-14,2022-03-31,1
338,1337,AS,A,2022-06-13,2020-11-09,1
339,1338,AS,B,2021-03-03,9999-12-31,1
340,1339,AS,B,2020-11-17,9999-12-31,1
341,1340,AS,B,2022-04-16,9999-12-31,1
342,1341,AS,A,2021-08-18,2022-06-03,1
343,1342,AS,A,2021-08-18,2021-09-27,1
344,1343,AS,A,2021-01-22,2021-12-03,1
345,1344,AS,B,2021-01-06,9999-12-31,1
346,1345,AS,B,2022-05-04,9999-12-31,1
347,1346,AS,A,2021-10-19,2021-10-31,1
348,1347,AS,B,2022-04-04,9999-12-31,1
349,1348,AS,B,2020-12-26,9999-12-31,1
350,1349,AS,A,2021-08-03,2021-08-13,1
351,1350,AS,B,2022-06-10,9999-12-31,1
352,1351,AS,B,2021-12-24,9999-12-31,1
353,1352,AS,B,2022-04-01,9999-12-31,1
354,1353,AS,B,2022-03-12,9999-12-31,1
355,1354,AS,B,2020-12-27,9999-12-31,1
356,1355,AS,B,2021-06-30,9999-12-31,1
357,1356,AS,B,2021-07-06,9999-12-31,1
358,1357,AS,A,2021-01-22,2021-09-15,1
359,1358,AS,A,2020-11-29,2022-05-11,1
360,1359,AS,A,2022-04-01,2021-09-03,1
361,1360,AS,A,2021-10-07,2022-04-18,1
362,1361,AS,B,2021-04-14,9999-12-31,1
363,1362,AS,B,2020-10-19,9999-12-31,1
364,1363,AS,B,2021-05-19,9999-12-31,1
365,1364,AS,A,2022-06-25,2021-05-06,1
366,1365,AS,B,2020-11-20,9999-12-31,1
367,1366,AS,B,2020-12-21,9999-12-31,1
368,1367,AS,A,2021-02-07,2021-01-28,1
369,1368,AS,B,2021-01-17,9999-12-31,1
370,1369,AS,A,2021-01-16,2021-12-05,1
371,1370,AS,A,2021-10-04,2021-06-21,1
372,1371,AS,B,2022-07-03,9999-12-31,1
373,1372,AS,B,2021-12-13,9999-12-31,1
374,1373,AS,A,2021-05-06,2021-08-05,1
375,1374,AS,B,2021-04-20,9999-12-31,1
376,1375,AS,A,2021-11-29,2021-09-04,1
377,1376,AS,A,2021-03-11,2022-01-10,1
378,1377,AS,A,2021-01-12,2020-11-11,1
379,1378,AS,B,2021-02-01,9999-12-31,1
380,1379,AS,A,2022-06-02,2022-01-19,1
381,1380,AS,A,2021-01-28,2021-03-05,1
382,1381,AS,B,2022-06-01,9999-12-31,1
383,1382,AS,B,2021-06-18,9999-12-31,1
384,1383,AS,A,2021-02-01,2020-10-25,1
385,1384,AS,A,2021-03-04,2020-12-08,1
386,1385,AS,B,2021-04-04,9999-12-31,1
387,1386,AS,B,2021-06-19,9999-12-31,1
388,1387,AS,B,2021-02-25,9999-12-31,1
389,1388,AS,A,2021-12-29,2022-04-10,1
390,1389,AS,A,2020-12-06,2022-03-13,1
391,1390,AS,A,2021-04-02,2022-02-16,1
392,1391,AS,A,2021-03-09,2021-06-30,1
393,1392,AS,B,2022-04-05,9999-12-31,1
394,1393,AS,A,2022-07-02,2021-07-22,1
395,1394,AS,A,2021-11-21,2021-07-21,1
396,1395,AS,A,2021-09-23,2021-02-23,1
397,1396,AS,B,2022-07-01,9999-12-31,1
398,1397,AS,B,2021-06-15,9999-12-31,1
399,1398,AS,A,2022-06-22,2021-06-22,1
400,1399,AS,B,2021-07-15,9999-12-31,1
401,1400,AS,B,2022-05-20,9999-12-31,1
402,1401,AS,A,2022-01-05,2021-03-02,1
403,1402,AS,B,2021-05-05,9999-12-31,1
404,1403,AS,B,2021-05-08,9999-12-31,1
405,1404,AS,B,2020-11-14,9999-12-31,1
406,1405,AS,A,2021-03-16,2022-03-20,1
407,1406,AS,A,2020-12-17,2022-04-17,1
408,1407,AS,A,2021-03-11,2020-10-30,1
409,1408,AS,A,2021-05-25,2022-04-13,1
410,1409,AS,A,2022-06-04,2022-04-15,1
411,1410,AS,A,2021-08-20,2021-06-08,1
412,1411,AS,B,2022-05-05,9999-12-31,1
413,1412,AS,A,2022-02-14,2021-10-04,1
414,1413,AS,B,2021-07-09,9999-12-31,1
415,1414,AS,B,2022-05-28,9999-12-31,1
416,1415,AS,A,2021-10-30,2021-04-09,1
417,1416,AS,B,2021-10-03,9999-12-31,1
418,1417,AS,B,2022-04-15,9999-12-31,1
419,1418,AS,B,2022-01-09,9999-12-31,1
420,1419,AS,A,2022-01-16,2022-04-18,1
421,1420,AS,B,2021-08-14,9999-12-31,1
422,1421,AS,B,2022-01-01,9999-12-31,1
423,1422,AS,B,2021-09-08,9999-12-31,1
424,1423,AS,B,2021-01-20,9999-12-31,1
425,1424,AS,A,2020-11-23,2021-07-22,1
426,1425,AS,B,2022-02-21,9999-12-31,1
427,1426,AS,B,2021-09-15,9999-12-31,1
428,1427,AS,B,2021-02-08,9999-12-31,1
429,1428,AS,A,2021-04-29,2022-03-04,1
430,1429,AS,A,2021-01-03,2022-03-22,1
431,1430,AS,A,2022-05-12,2022-01-10,1
432,1431,AS,A,2021-02-26,2020-10-13,1
433,1432,AS,B,2022-05-24,9999-12-31,1
434,1433,AS,A,2021-03-27,2021-02-18,1
435,1434,AS,A,2020-11-07,2021-04-22,1
436,1435,AS,B,2022-01-22,9999-12-31,1
437,1436,AS,B,2022-02-04,9999-12-31,1
438,1437,AS,A,2021-08-16,2022-05-12,1
439,1438,AS,A,2021-11-22,2021-08-28,1
440,1439,AS,A,2021-05-15,2022-04-16,1
441,1440,AS,B,2020-10-17,9999-12-31,1
442,1441,AS,B,2022-05-25,9999-12-31,1
443,1442,AS,B,2021-03-14,9999-12-31,1
444,1443,AS,B,2022-04-06,9999-12-31,1
445,1444,AS,B,2022-01-14,9999-12-31,1
446,1445,AS,A,2021-04-04,2021-12-28,1
447,1446,AS,B,2021-07-11,9999-12-31,1
448,1447,AS,A,2021-07-08,2021-05-30,1
449,1448,AS,B,2022-05-08,9999-12-31,1
450,1449,AS,A,2021-04-28,2021-09-13,1
451,1450,AS,A,2021-03-13,2022-04-07,1
452,1451,AS,B,2021-03-14,9999-12-31,1
453,1452,AS,B,2022-04-15,9999-12-31,1
454,1453,AS,A,2021-12-06,2022-02-27,1
455,1454,AS,A,2022-04-10,2022-02-20,1
456,1455,AS,B,2021-08-27,9999-12-31,1
457,1456,AS,A,2020-10-19,2022-03-12,1
458,1457,AS,B,2021-05-19,9999-12-31,1
459,1458,AS,A,2022-05-09,2022-05-10,1
460,1459,AS,A,2022-01-12,2022-03-17,1
461,1460,AS,B,2021-02-21,9999-12-31,1
462,1461,AS,B,2022-05-10,9999-12-31,1
463,1462,AS,B,2021-10-05,9999-12-31,1
464,1463,AS,B,2020-11-15,9999-12-31,1
465,1464,AS,A,2021-03-13,2020-12-22,1
466,1465,AS,A,2022-05-09,2021-09-29,1
467,1466,AS,A,2020-12-17,2021-05-01,1
468,1467,AS,A,2022-03-02,2021-12-23,1
469,1468,AS,A,2020-12-01,2021-05-08,1
470,1469,AS,B,2022-03-09,9999-12-31,1
471,1470,AS,A,2021-05-29,2021-02-19,1
472,1471,AS,A,2020-12-14,2022-06-13,1
473,1472,AS,A,2021-03-14,2021-12-08,1
474,1473,AS,B,2021-07-19,9999-12-31,1
475,1474,AS,B,2022-05-29,9999-12-31,1
476,1475,AS,B,2021-09-21,9999-12-31,1
477,1476,AS,A,2021-03-20,2021-02-12,1
478,1477,AS,B,2021-06-21,9999-12-31,1
479,1478,AS,B,2021-06-21,9999-12-31,1
480,1479,AS,A,2021-10-28,2021-03-07,1
481,1480,AS,B,2022-03-28,9999-12-31,1
482,1481,AS,B,2021-07-28,9999-12-31,1
483,1482,AS,B,2020-12-02,9999-12-31,1
484,1483,AS,A,2021-03-01,2021-06-16,1
485,1484,AS,A,2021-09-10,2021-12-10,1
486,1485,AS,B,2022-01-21,9999-12-31,1
487,1486,AS,A,2022-06-26,2022-01-27,1
488,1487,AS,A,2022-02-09,2021-08-16,1
489,1488,AS,A,2022-06-26,2022-05-19,1
490,1489,AS,A,2021-07-07,2022-06-26,1
491,1490,AS,B,2021-09-16,9999-12-31,1
492,1491,AS,B,2021-09-23,9999-12-31,1
493,1492,AS,B,2021-07-17,9999-12-31,1
494,1493,AS,A,2021-12-03,2021-09-23,1
495,1494,AS,B,2022-02-15,9999-12-31,1
496,1495,AS,B,2021-12-13,9999-12-31,1
497,1496,AS,A,2020-11-27,2021-09-12,1
498,1497,AS,A,2022-01-22,2021-10-23,1
499,1498,AS,A,2021-01-21,2020-12-22,1
500,1499,AS,B,2021-02-08,9999-12-31,1
501,1500,AS,B,2022-02-18,9999-12-31,1
502,1501,AS,A,2021-09-30,2022-06-24,1
503,1502,AS,A,2022-01-07,2021-08-27,1
504,1503,AS,B,2021-12-18,9999-12-31,1
505,1504,AS,A,2021-02-14,2021-09-01,1
506,1505,AS,A,2021-05-13,2022-04-24,1
507,1506,AS,B,2021-07-16,9999-12-31,1
508,1507,AS,B,2022-04-03,9999-12-31,1
509,1508,AS,B,2021-12-10,9999-12-31,1
510,1509,AS,B,2021-05-15,9999-12-31,1
511,1510,AS,A,2021-07-20,2021-11-12,1
512,1511,AS,A,2022-02-25,2021-06-20,1
513,1512,AS,A,2021-01-15,2021-06-09,1
514,1513,AS,A,2021-09-28,2022-05-27,1
515,1514,AS,B,2021-07-01,9999-12-31,1
516,1515,AS,B,2021-07-01,9999-12-31,1
517,1516,AS,A,2022-05-24,2021-08-16,1
518,1517,AS,B,2021-07-10,9999-12-31,1
519,1518,AS,A,2020-11-21,2022-03-26,1
520,1519,AS,B,2021-08-21,9999-12-31,1
521,1520,AS,A,2022-01-18,2021-03-26,1
522,1521,AS,A,2021-12-10,2021-01-08,1
523,1522,AS,A,2021-03-21,2021-08-09,1
524,1523,AS,A,2021-04-13,2021-07-10,1
525,1524,AS,B,2021-11-20,9999-12-31,1
526,1525,AS,B,2021-09-12,9999-12-31,1
527,1526,AS,B,2022-02-19,9999-12-31,1
528,1527,AS,B,2021-04-05,9999-12-31,1
529,1528,AS,A,2020-11-07,2020-12-12,1
530,1529,AS,A,2022-04-04,2021-03-18,1
531,1530,AS,B,2022-06-21,9999-12-31,1
532,1531,AS,B,2021-01-17,9999-12-31,1
533,1532,AS,B,2021-01-03,9999-12-31,1
534,1533,AS,B,2022-05-18,9999-12-31,1
535,1534,AS,B,2021-12-04,9999-12-31,1
536,1535,AS,B,2021-09-12,9999-12-31,1
537,1536,AS,A,2022-06-27,2020-12-07,1
538,1537,AS,A,2022-05-23,2021-01-30,1
539,1538,AS,B,2021-10-01,9999-12-31,1
540,1539,AS,A,2022-02-17,2022-05-07,1
541,1540,AS,B,2021-07-15,9999-12-31,1
542,1541,AS,B,2020-12-02,9999-12-31,1
543,1542,AS,A,2021-01-18,2021-10-21,1
544,1543,AS,B,2022-05-09,9999-12-31,1
545,1544,AS,A,2021-10-29,2020-10-12,1
546,1545,AS,B,2021-09-24,9999-12-31,1
547,1546,AS,A,2021-11-03,2021-01-29,1
548,1547,AS,B,2021-05-01,9999-12-31,1
549,1548,AS,A,2021-02-07,2022-01-10,1
550,1549,AS,A,2021-02-02,2021-08-22,1
551,1550,AS,B,2021-07-11,9999-12-31,1
552,1551,AS,B,2021-10-03,9999-12-31,1
553,1552,AS,B,2022-02-22,9999-12-31,1
554,1553,AS,B,2021-10-25,9999-12-31,1
555,1554,AS,A,2021-03-04,2021-07-11,1
556,1555,AS,A,2021-10-09,2020-11-21,1
557,1556,AS,B,2021-06-30,9999-12-31,1
558,1557,AS,B,2022-06-07,9999-12-31,1
559,1558,AS,B,2021-10-24,9999-12-31,1
560,1559,AS,B,2021-01-07,9999-12-31,1
561,1560,AS,A,2021-04-24,2022-02-19,1
562,1561,AS,B,2021-07-16,9999-12-31,1
563,1562,AS,A,2022-03-14,2021-09-01,1
564,1563,AS,A,2022-03-27,2021-09-23,1
565,1564,AS,A,2022-01-10,2022-03-03,1
566,1565,AS,A,2021-10-03,2022-04-27,1
567,1566,AS,B,2021-05-08,9999-12-31,1
568,1567,AS,A,2022-03-11,2021-09-16,1
569,1568,AS,B,2021-02-03,9999-12-31,1
570,1569,AS,A,2021-03-21,2021-01-31,1
571,1570,AS,A,2021-09-16,2020-12-04,1
572,1571,AS,B,2021-03-27,9999-12-31,1
573,1572,AS,A,2022-02-23,2020-10-13,1
574,1573,AS,B,2021-02-07,9999-12-31,1
575,1574,AS,A,2022-04-24,2021-10-15,1
576,1575,AS,B,2022-05-11,9999-12-31,1
577,1576,AS,B,2020-12-14,9999-12-31,1
578,1577,AS,A,2021-08-08,2022-04-12,1
579,1578,AS,A,2022-04-24,2020-12-16,1
580,1579,AS,B,2020-11-28,9999-12-31,1
581,1580,AS,B,2022-06-22,9999-12-31,1
582,1581,AS,B,2020-10-13,9999-12-31,1
583,1582,AS,A,2021-08-05,2020-12-17,1
584,1583,AS,B,2021-02-24,9999-12-31,1
585,1584,AS,A,2021-09-22,2021-03-27,1
586,1585,AS,A,2020-11-18,2021-06-09,1
587,1586,AS,B,2021-11-18,9999-12-31,1
588,1587,AS,A,2021-03-29,2021-02-26,1
589,1588,AS,A,2021-01-24,2021-03-07,1
590,1589,AS,A,2022-06-22,2021-02-13,1
591,1590,AS,B,2020-12-27,9999-12-31,1
592,1591,AS,A,2022-02-17,2022-05-03,1
593,1592,AS,A,2021-11-28,2021-09-19,1
594,1593,AS,A,2020-12-22,2020-11-24,1
595,1594,AS,B,2022-05-29,9999-12-31,1
596,1595,AS,B,2021-11-05,9999-12-31,1
597,1596,AS,B,2020-11-12,9999-12-31,1
598,1597,AS,A,2020-12-23,2020-12-26,1
599,1598,AS,A,2022-06-17,2020-11-05,1
600,1599,AS,B,2021-05-12,9999-12-31,1
601,1600,AS,A,2022-02-27,2022-02-15,1
602,1601,AS,A,2021-05-26,2022-02-08,1
603,1602,AS,A,2022-05-15,2022-03-23,1
604,1603,AS,B,2022-03-09,9999-12-31,1
605,1604,AS,B,2022-02-18,9999-12-31,1
606,1605,AS,B,2022-01-13,9999-12-31,1
607,1606,AS,A,2022-05-06,2021-07-22,1
608,1607,AS,A,2021-11-08,2022-05-29,1
609,1608,AS,A,2021-08-28,2020-12-04,1
610,1609,AS,B,2021-05-19,9999-12-31,1
611,1610,AS,A,2020-12-22,2021-08-15,1
612,1611,AS,A,2021-02-08,2021-12-18,1
613,1612,AS,B,2020-10-23,9999-12-31,1
614,1613,AS,B,2020-11-20,9999-12-31,1
615,1614,AS,B,2021-12-07,9999-12-31,1
616,1615,AS,B,2021-04-06,9999-12-31,1
617,1616,AS,A,2022-04-18,2021-07-09,1
618,1617,AS,B,2021-08-03,9999-12-31,1
619,1618,AS,B,2022-06-04,9999-12-31,1
620,1619,AS,B,2021-03-30,9999-12-31,1
621,1620,AS,B,2021-07-31,9999-12-31,1
622,1621,AS,A,2021-07-01,2021-08-05,1
623,1622,AS,B,2022-02-07,9999-12-31,1
624,1623,AS,B,2022-04-11,9999-12-31,1
625,1624,AS,A,2021-07-30,2021-07-22,1
626,1625,AS,B,2021-06-29,9999-12-31,1
627,1626,AS,B,2022-02-21,9999-12-31,1
628,1627,AS,B,2022-05-28,9999-12-31,1
629,1628,AS,A,2021-12-21,2021-01-04,1
630,1629,AS,B,2021-02-07,9999-12-31,1
631,1630,AS,B,2021-08-22,9999-12-31,1
632,1631,AS,B,2022-02-07,9999-12-31,1
633,1632,AS,B,2021-11-25,9999-12-31,1
634,1633,AS,B,2022-01-28,9999-12-31,1
635,1634,AS,A,2020-12-26,2022-05-19,1
636,1635,AS,A,2021-05-05,2020-11-23,1
637,1636,AS,A,2021-01-09,2021-12-22,1
638,1637,AS,B,2021-12-21,9999-12-31,1
639,1638,AS,A,2021-07-07,2021-08-31,1
640,1639,AS,B,2022-04-21,9999-12-31,1
641,1640,AS,A,2021-02-12,2021-11-25,1
642,1641,AS,B,2022-04-24,9999-12-31,1
643,1642,AS,A,2021-07-19,2021-08-12,1
644,1643,AS,B,2021-06-05,9999-12-31,1
645,1644,AS,B,2021-10-27,9999-12-31,1
646,1645,AS,B,2021-05-09,9999-12-31,1
