idsiniestro,idpoliza,fecha_ocurs,fecha_apertura,fecha_cierre,tipo_siniestro,estado 
1962,663,2021-05-26,2022-02-01,9999-12-31,RE,AB
1963,772,2021-06-04,2021-03-25,2022-02-07,RE,CE
1964,350,2021-03-31,2022-01-09,2022-05-15,FA,CE
1965,38,2021-03-13,2021-02-12,9999-12-31,FA,AB
1966,395,2021-03-16,2021-10-24,2021-11-28,FA,CE
1967,1227,2021-12-11,2021-04-20,9999-12-31,RE,AB
1968,1176,2021-02-09,2020-10-25,2021-05-11,RE,CE
1969,1864,2021-03-26,2021-09-16,9999-12-31,FA,AB
1970,347,2021-05-18,2021-09-27,2022-02-25,RE,CE
1971,95,2021-10-05,2021-01-01,2022-01-09,FA,CE
1972,822,2022-02-18,2020-10-12,2021-05-02,IN,CE
1973,1588,2021-03-31,2022-03-24,2022-05-28,FA,CE
1974,348,2022-03-16,2021-10-06,2022-06-28,RE,CE
1975,637,2022-06-11,2022-05-03,2022-06-24,IN,CE
1976,1282,2021-12-23,2020-11-28,9999-12-31,FA,AB
1977,982,2020-11-30,2021-06-08,2021-06-13,FA,CE
1978,1879,2021-04-20,2021-05-14,2022-03-24,RE,CE
1979,1470,2021-10-17,2021-10-05,2021-12-13,FA,CE
1980,643,2021-09-11,2022-04-13,2022-07-03,FA,CE
1981,1847,2021-02-26,2021-05-02,9999-12-31,RE,AB
1982,428,2022-03-28,2021-07-22,9999-12-31,FA,AB
1983,628,2020-12-31,2022-01-01,9999-12-31,RE,AB
1984,960,2020-12-25,2020-12-25,2021-02-21,FA,CE
1985,166,2021-02-03,2022-05-04,2022-05-18,IN,CE
1986,823,2021-08-25,2021-05-06,2022-05-19,IN,CE
1987,1774,2020-11-02,2021-09-07,9999-12-31,IN,AB
1988,1030,2020-11-09,2021-08-21,2021-12-09,RE,CE
1989,517,2021-08-15,2022-04-20,2022-05-09,FA,CE
1990,61,2021-03-05,2021-03-04,9999-12-31,FA,AB
1991,100,2022-02-13,2021-08-25,9999-12-31,FA,AB
1992,689,2021-06-27,2022-01-17,2022-05-11,FA,CE
1993,1865,2021-10-06,2021-08-17,2022-07-04,IN,CE
1994,1268,2021-02-04,2022-02-27,9999-12-31,IN,AB
1995,1551,2021-09-09,2022-06-23,2022-06-28,FA,CE
1996,51,2021-11-08,2021-05-05,9999-12-31,IN,AB
1997,15,2021-05-14,2021-09-23,2022-05-04,RE,CE
1998,627,2021-04-20,2021-10-08,9999-12-31,IN,AB
1999,279,2021-11-29,2021-05-12,2022-06-18,FA,CE
2000,1411,2021-01-25,2021-10-29,9999-12-31,FA,AB
2001,810,2020-10-17,2022-04-27,9999-12-31,FA,AB
2002,1270,2021-08-11,2022-02-01,9999-12-31,RE,AB
2003,1799,2020-12-29,2022-01-06,9999-12-31,IN,AB
2004,898,2020-10-21,2021-08-30,9999-12-31,IN,AB
2005,440,2022-04-18,2020-11-27,9999-12-31,FA,AB
2006,1581,2021-08-08,2022-04-19,9999-12-31,FA,AB
2007,1746,2021-04-18,2021-02-21,9999-12-31,RE,AB
2008,1723,2021-07-15,2020-11-04,9999-12-31,IN,AB
2009,1546,2022-03-23,2020-12-27,9999-12-31,FA,AB
2010,1759,2021-03-20,2021-02-21,2021-05-21,RE,CE
2011,424,2021-01-21,2021-02-19,9999-12-31,RE,AB
2012,1989,2020-12-10,2020-10-12,9999-12-31,IN,AB
2013,352,2021-12-06,2021-04-12,9999-12-31,RE,AB
2014,1331,2021-09-01,2021-11-23,9999-12-31,IN,AB
2015,1947,2021-07-22,2021-03-19,2021-09-24,FA,CE
2016,1915,2021-08-16,2021-08-20,2022-04-03,RE,CE
2017,644,2021-04-13,2022-07-02,9999-12-31,RE,AB
2018,296,2021-07-12,2021-02-02,2021-03-14,FA,CE
2019,1532,2022-04-07,2022-03-27,2022-03-29,RE,CE
2020,960,2020-12-06,2021-02-04,2021-05-13,FA,CE
2021,1083,2021-09-21,2021-06-18,9999-12-31,RE,AB
2022,165,2021-03-16,2021-12-15,2022-06-18,IN,CE
2023,1406,2021-12-07,2021-07-21,9999-12-31,RE,AB
2024,1525,2020-11-02,2022-02-17,2022-04-28,IN,CE
2025,1716,2021-06-23,2021-05-02,9999-12-31,FA,AB
2026,714,2020-12-17,2022-05-16,9999-12-31,RE,AB
2027,1045,2021-07-16,2020-12-17,2021-07-01,IN,CE
2028,823,2021-12-25,2021-02-02,2021-07-07,IN,CE
2029,1595,2021-03-25,2021-11-17,2021-12-18,FA,CE
2030,1861,2021-12-30,2021-03-17,9999-12-31,RE,AB
2031,1516,2020-11-12,2021-02-25,9999-12-31,RE,AB
2032,150,2021-09-02,2021-09-12,2022-04-15,RE,CE
2033,288,2022-02-05,2021-11-22,2022-01-06,FA,CE
2034,215,2021-06-26,2021-11-03,9999-12-31,RE,AB
2035,1941,2021-06-18,2022-01-23,2022-02-18,RE,CE
2036,1574,2022-01-10,2022-04-17,2022-05-19,FA,CE
2037,215,2021-10-14,2021-05-11,9999-12-31,IN,AB
2038,922,2021-06-29,2022-06-05,2022-06-26,FA,CE
2039,1209,2021-01-07,2021-05-30,9999-12-31,RE,AB
2040,58,2021-03-18,2022-02-28,2022-06-26,IN,CE
2041,74,2022-05-20,2021-05-20,2021-05-26,RE,CE
2042,1243,2021-08-30,2021-04-13,2022-03-25,RE,CE
2043,389,2021-12-20,2021-10-17,2022-02-01,IN,CE
2044,967,2021-05-02,2020-11-22,2020-11-28,IN,CE
2045,99,2022-04-20,2022-04-03,2022-05-15,IN,CE
2046,456,2022-02-27,2021-02-01,9999-12-31,FA,AB
2047,1002,2021-09-14,2021-09-07,2022-01-18,RE,CE
2048,101,2021-08-09,2022-06-30,9999-12-31,RE,AB
2049,1737,2021-06-19,2021-09-23,2022-06-27,RE,CE
2050,512,2021-04-06,2022-05-21,9999-12-31,FA,AB
2051,335,2020-10-28,2021-10-03,9999-12-31,FA,AB
2052,1684,2021-03-23,2021-10-23,2021-10-29,FA,CE
2053,822,2021-11-05,2022-02-27,2022-05-06,IN,CE
2054,508,2020-12-10,2020-10-12,2021-09-20,FA,CE
2055,1354,2020-12-27,2021-05-15,9999-12-31,FA,AB
2056,755,2022-04-16,2022-05-11,9999-12-31,FA,AB
2057,178,2021-06-26,2021-07-08,9999-12-31,IN,AB
2058,953,2021-07-22,2021-05-13,9999-12-31,RE,AB
2059,1396,2021-09-13,2021-08-17,2021-10-31,FA,CE
2060,244,2022-04-10,2021-01-15,9999-12-31,RE,AB
2061,1786,2021-01-16,2021-06-02,2021-09-28,FA,CE
2062,480,2020-10-18,2021-03-20,9999-12-31,IN,AB
2063,1933,2021-02-28,2021-01-21,2021-07-01,IN,CE
2064,1770,2020-12-12,2022-01-07,2022-04-08,FA,CE
2065,84,2020-11-23,2021-12-13,2022-03-20,FA,CE
2066,1041,2021-03-05,2022-04-05,9999-12-31,RE,AB
2067,308,2022-05-20,2021-07-18,2022-05-29,IN,CE
2068,540,2020-12-19,2021-07-06,9999-12-31,IN,AB
2069,281,2020-11-13,2020-12-22,9999-12-31,FA,AB
2070,1961,2020-12-05,2022-05-14,9999-12-31,FA,AB
2071,246,2021-12-30,2022-02-15,9999-12-31,FA,AB
2072,1868,2021-10-23,2020-11-29,9999-12-31,FA,AB
2073,1858,2021-12-11,2021-06-04,2022-03-07,RE,CE
2074,1631,2022-05-27,2021-03-03,2021-04-01,RE,CE
2075,1963,2021-11-19,2022-04-22,2022-05-24,FA,CE
2076,1376,2021-10-27,2020-10-31,2021-11-30,FA,CE
2077,1903,2021-03-13,2020-11-20,9999-12-31,IN,AB
2078,1384,2021-04-27,2022-02-21,2022-05-12,RE,CE
2079,162,2020-11-29,2022-06-01,9999-12-31,RE,AB
2080,1135,2021-05-04,2022-05-23,2022-06-13,FA,CE
2081,1990,2022-07-04,2021-10-19,9999-12-31,RE,AB
2082,1010,2021-12-20,2021-01-31,9999-12-31,RE,AB
2083,746,2021-03-22,2021-08-31,9999-12-31,FA,AB
2084,1586,2021-12-01,2020-12-08,9999-12-31,IN,AB
2085,82,2021-10-05,2020-12-16,9999-12-31,RE,AB
2086,1848,2021-11-30,2022-06-09,9999-12-31,IN,AB
2087,1321,2021-12-08,2021-10-23,9999-12-31,FA,AB
2088,592,2021-04-21,2021-03-09,9999-12-31,FA,AB
2089,1740,2021-10-18,2021-08-27,9999-12-31,FA,AB
2090,293,2021-02-01,2021-11-21,2022-04-22,IN,CE
2091,387,2020-12-10,2021-06-12,2022-06-29,IN,CE
2092,545,2022-04-22,2022-06-08,9999-12-31,RE,AB
2093,1784,2022-01-08,2022-04-02,2022-06-08,IN,CE
2094,1466,2021-12-12,2020-12-07,2021-01-17,RE,CE
2095,236,2021-03-13,2021-09-27,9999-12-31,FA,AB
2096,1426,2021-06-16,2020-12-28,9999-12-31,FA,AB
2097,402,2021-01-12,2022-05-26,2022-06-21,IN,CE
2098,799,2021-05-15,2021-11-14,2021-12-25,RE,CE
2099,35,2021-07-04,2021-01-07,9999-12-31,RE,AB
2100,751,2022-02-07,2022-05-13,2022-07-02,RE,CE
2101,1186,2021-07-18,2021-06-08,9999-12-31,IN,AB
2102,1034,2022-05-01,2020-11-13,9999-12-31,IN,AB
2103,1197,2021-11-29,2021-10-31,9999-12-31,FA,AB
2104,1596,2021-12-06,2021-04-07,2021-05-12,RE,CE
2105,1976,2021-11-19,2021-07-02,2021-10-12,FA,CE
2106,4,2021-11-03,2022-03-12,2022-04-21,IN,CE
2107,1028,2021-11-06,2020-12-11,9999-12-31,FA,AB
2108,617,2021-01-23,2021-02-26,2021-10-10,IN,CE
2109,559,2021-07-21,2021-05-17,9999-12-31,FA,AB
2110,1852,2022-03-09,2022-07-03,2022-07-04,FA,CE
2111,437,2020-12-11,2020-12-18,9999-12-31,FA,AB
2112,1745,2021-04-12,2021-03-04,9999-12-31,IN,AB
2113,1378,2020-12-13,2021-12-05,9999-12-31,RE,AB
2114,368,2021-05-22,2021-02-26,9999-12-31,RE,AB
2115,936,2021-01-24,2021-06-25,9999-12-31,FA,AB
2116,701,2022-02-11,2022-01-21,2022-04-08,FA,CE
2117,531,2021-09-22,2021-08-19,2021-10-24,RE,CE
2118,307,2022-05-18,2021-07-28,9999-12-31,FA,AB
2119,280,2020-10-18,2021-07-05,2021-07-21,RE,CE
2120,599,2022-06-26,2021-12-16,9999-12-31,RE,AB
2121,645,2021-07-07,2022-03-04,9999-12-31,FA,AB
2122,1974,2021-02-28,2020-11-21,9999-12-31,IN,AB
2123,1445,2021-04-15,2021-10-03,9999-12-31,RE,AB
2124,1161,2022-03-21,2021-11-07,2022-05-10,FA,CE
2125,6,2022-04-07,2021-01-18,9999-12-31,RE,AB
2126,1811,2022-01-25,2022-01-25,9999-12-31,FA,AB
2127,1881,2021-04-26,2021-12-05,9999-12-31,RE,AB
2128,544,2022-05-31,2020-10-22,9999-12-31,RE,AB
2129,1550,2020-12-19,2021-07-04,9999-12-31,FA,AB
2130,951,2021-08-29,2021-03-21,2022-03-29,FA,CE
2131,1194,2021-10-27,2021-04-11,2022-01-01,IN,CE
2132,1664,2021-03-19,2022-03-24,2022-06-28,RE,CE
2133,1141,2021-06-07,2021-11-09,9999-12-31,RE,AB
2134,1921,2022-04-30,2021-04-16,2021-04-16,FA,CE
2135,1734,2021-07-15,2021-02-17,2022-07-01,RE,CE
2136,964,2021-09-20,2021-07-15,2022-05-24,FA,CE
2137,181,2020-12-23,2021-11-01,2022-05-25,FA,CE
2138,488,2021-10-16,2021-11-28,9999-12-31,RE,AB
2139,1317,2022-01-12,2022-03-22,9999-12-31,IN,AB
2140,1611,2020-12-26,2021-12-11,9999-12-31,IN,AB
2141,855,2022-06-15,2021-06-04,9999-12-31,IN,AB
2142,1379,2020-10-24,2020-10-13,2021-12-01,IN,CE
2143,1322,2021-07-28,2021-11-14,2022-06-11,RE,CE
2144,1328,2022-01-17,2021-04-29,2021-05-29,FA,CE
2145,1039,2022-04-22,2021-07-07,2022-02-04,IN,CE
2146,465,2021-12-28,2021-01-15,9999-12-31,RE,AB
2147,1316,2022-06-08,2021-06-30,9999-12-31,FA,AB
2148,185,2020-11-24,2021-06-02,2022-02-04,FA,CE
2149,1279,2021-02-22,2021-02-08,2022-02-08,FA,CE
2150,613,2021-03-21,2022-04-12,9999-12-31,IN,AB
2151,219,2021-06-13,2022-02-13,9999-12-31,RE,AB
2152,860,2022-06-19,2021-01-02,9999-12-31,FA,AB
2153,1754,2020-12-09,2022-03-20,9999-12-31,IN,AB
2154,795,2021-01-01,2022-06-06,9999-12-31,IN,AB
2155,1061,2021-02-05,2020-12-31,9999-12-31,RE,AB
2156,180,2021-01-03,2021-10-29,2021-11-26,IN,CE
2157,1359,2021-09-11,2021-08-27,9999-12-31,RE,AB
2158,895,2021-10-10,2021-03-12,9999-12-31,IN,AB
2159,1720,2022-06-19,2020-11-22,9999-12-31,FA,AB
2160,1616,2022-05-20,2021-12-05,2022-06-03,FA,CE
2161,504,2020-11-27,2021-03-13,2021-11-06,FA,CE
2162,1060,2021-11-26,2021-09-04,2022-02-19,FA,CE
2163,1946,2022-04-30,2022-01-15,2022-02-03,RE,CE
2164,829,2022-05-10,2021-04-30,9999-12-31,FA,AB
2165,138,2021-10-07,2022-03-28,2022-05-29,RE,CE
2166,1785,2021-12-15,2021-05-29,2022-02-08,FA,CE
2167,1076,2021-11-16,2021-06-27,9999-12-31,IN,AB
2168,274,2021-07-15,2021-09-25,2022-06-27,RE,CE
2169,551,2021-09-04,2022-02-26,2022-05-05,RE,CE
2170,987,2022-02-17,2021-08-05,9999-12-31,RE,AB
2171,421,2021-12-01,2020-11-04,9999-12-31,RE,AB
2172,1249,2021-08-15,2021-10-07,2022-03-25,RE,CE
2173,1426,2021-01-30,2022-02-25,2022-04-16,IN,CE
2174,391,2022-05-17,2021-01-30,9999-12-31,FA,AB
2175,537,2020-11-17,2021-09-28,2022-06-03,IN,CE
2176,302,2021-09-14,2022-03-22,2022-06-17,RE,CE
2177,1889,2021-05-23,2021-04-10,2021-07-09,IN,CE
2178,1788,2022-04-10,2022-06-24,2022-07-04,IN,CE
2179,1618,2021-09-10,2022-01-10,9999-12-31,RE,AB
2180,1927,2021-11-13,2021-07-31,2022-06-24,FA,CE
2181,412,2020-12-16,2022-06-24,9999-12-31,IN,AB
2182,1952,2022-05-11,2022-02-05,9999-12-31,FA,AB
2183,704,2022-04-15,2020-11-04,2021-05-08,FA,CE
2184,437,2021-10-12,2022-02-09,9999-12-31,FA,AB
2185,1272,2021-01-01,2021-03-04,9999-12-31,RE,AB
2186,811,2020-11-07,2020-10-11,9999-12-31,RE,AB
2187,1866,2021-10-23,2020-12-05,2021-06-11,RE,CE
2188,1176,2022-01-22,2021-09-16,2021-10-25,FA,CE
2189,1680,2021-05-26,2021-12-07,2022-03-04,RE,CE
2190,1813,2021-04-04,2021-11-26,9999-12-31,IN,AB
2191,1086,2021-08-20,2022-06-16,2022-06-18,IN,CE
2192,1408,2021-08-15,2022-02-10,2022-04-05,RE,CE
2193,1784,2022-03-29,2021-02-08,9999-12-31,IN,AB
2194,644,2021-04-11,2020-10-30,2021-02-04,RE,CE
2195,648,2020-11-11,2021-11-17,9999-12-31,IN,AB
2196,1814,2021-04-11,2020-12-13,2021-05-01,RE,CE
2197,658,2022-03-19,2021-05-23,2022-01-30,IN,CE
2198,1025,2022-01-01,2022-01-24,2022-05-27,IN,CE
2199,1160,2020-11-06,2021-03-14,2021-12-26,FA,CE
2200,726,2022-04-05,2021-10-08,9999-12-31,FA,AB
2201,1421,2021-10-31,2021-06-15,9999-12-31,FA,AB
2202,1599,2021-05-07,2021-10-07,9999-12-31,FA,AB
2203,1648,2021-08-26,2021-07-18,2021-11-28,IN,CE
2204,1952,2021-11-21,2020-12-07,2022-06-04,FA,CE
2205,343,2021-04-16,2020-12-15,2021-11-13,FA,CE
2206,925,2021-04-02,2021-05-17,9999-12-31,RE,AB
2207,559,2021-10-13,2022-03-11,9999-12-31,IN,AB
2208,1247,2021-05-02,2021-01-06,2022-05-28,RE,CE
2209,192,2021-04-02,2022-04-19,9999-12-31,FA,AB
2210,689,2021-12-27,2022-07-02,9999-12-31,FA,AB
2211,1132,2021-02-26,2022-05-08,9999-12-31,FA,AB
2212,1691,2021-03-09,2020-10-13,2021-12-03,FA,CE
2213,1065,2022-03-16,2021-08-20,9999-12-31,IN,AB
2214,1004,2021-02-21,2021-05-29,9999-12-31,IN,AB
2215,1771,2021-02-04,2021-10-22,2022-01-03,RE,CE
2216,1423,2021-10-16,2021-11-08,2022-02-06,RE,CE
2217,893,2021-03-23,2021-01-09,2021-11-29,RE,CE
2218,13,2021-12-14,2021-07-24,2021-11-22,IN,CE
2219,1403,2022-03-29,2021-01-07,9999-12-31,IN,AB
2220,868,2021-05-23,2021-04-20,9999-12-31,RE,AB
2221,513,2022-01-06,2021-06-20,9999-12-31,RE,AB
2222,31,2021-04-24,2021-01-06,9999-12-31,RE,AB
2223,637,2022-02-17,2021-09-06,2022-01-27,IN,CE
2224,2,2020-11-24,2022-02-05,9999-12-31,IN,AB
2225,904,2021-04-02,2022-01-18,9999-12-31,RE,AB
2226,1669,2021-07-17,2022-01-26,2022-06-27,IN,CE
2227,316,2022-04-18,2022-04-27,9999-12-31,RE,AB
2228,560,2022-05-30,2021-04-21,2022-03-31,IN,CE
2229,960,2022-03-20,2022-02-12,2022-04-03,IN,CE
2230,1596,2021-06-17,2021-01-05,9999-12-31,FA,AB
2231,339,2021-01-31,2021-07-30,9999-12-31,RE,AB
2232,560,2022-01-08,2021-11-06,2022-04-09,RE,CE
2233,220,2022-03-21,2021-07-13,2021-08-23,RE,CE
2234,254,2022-05-02,2021-08-23,2021-11-30,IN,CE
2235,1998,2021-03-04,2021-11-25,9999-12-31,RE,AB
2236,1926,2021-12-28,2021-09-09,2021-12-08,IN,CE
2237,874,2022-04-16,2021-01-25,2022-02-05,FA,CE
2238,8,2022-06-04,2021-03-19,2022-04-10,RE,CE
2239,1600,2022-05-01,2021-02-13,2022-04-14,IN,CE
2240,1262,2021-01-30,2020-10-23,2021-10-18,IN,CE
2241,733,2022-01-09,2021-06-08,9999-12-31,IN,AB
2242,1177,2021-08-11,2022-01-10,2022-04-05,RE,CE
2243,989,2022-01-13,2021-06-20,9999-12-31,FA,AB
2244,1097,2021-09-09,2021-06-18,2021-07-11,FA,CE
2245,1827,2022-04-26,2022-06-17,9999-12-31,FA,AB
2246,12,2022-04-21,2021-11-10,9999-12-31,RE,AB
2247,277,2021-10-15,2021-03-26,9999-12-31,RE,AB
2248,1672,2021-04-18,2022-04-15,2022-05-16,RE,CE
2249,190,2022-03-08,2022-01-15,9999-12-31,FA,AB
2250,1155,2021-05-31,2022-02-09,9999-12-31,RE,AB
2251,321,2021-08-08,2020-11-06,2022-02-11,FA,CE
2252,1024,2021-01-17,2021-06-14,2022-04-23,FA,CE
2253,1433,2021-05-27,2021-02-16,2021-03-10,FA,CE
2254,1104,2021-01-12,2020-12-14,2022-02-26,FA,CE
2255,1367,2021-01-30,2021-12-03,9999-12-31,FA,AB
2256,522,2021-01-13,2020-12-23,2022-04-27,FA,CE
2257,1773,2021-05-31,2021-11-15,9999-12-31,IN,AB
2258,1918,2022-02-13,2022-06-09,9999-12-31,IN,AB
2259,5,2020-10-18,2021-09-10,2022-05-28,IN,CE
2260,1023,2020-11-05,2021-01-07,2022-06-19,FA,CE
2261,1155,2021-03-30,2021-03-01,2021-05-06,FA,CE
2262,1359,2021-07-14,2021-07-18,9999-12-31,RE,AB
2263,672,2022-05-18,2021-02-25,2021-11-18,RE,CE
2264,894,2022-05-30,2021-05-04,9999-12-31,IN,AB
2265,621,2021-04-29,2020-10-28,9999-12-31,FA,AB
2266,1700,2021-05-26,2022-03-17,2022-03-27,FA,CE
2267,73,2021-06-04,2021-07-29,2021-11-08,FA,CE
2268,1976,2021-03-20,2021-03-04,9999-12-31,FA,AB
2269,1654,2021-02-01,2021-04-28,2021-08-03,IN,CE
2270,1178,2022-01-09,2022-06-29,9999-12-31,IN,AB
2271,1759,2021-02-15,2021-05-22,9999-12-31,IN,AB
2272,144,2021-06-01,2020-11-01,2021-12-18,IN,CE
2273,1513,2021-07-25,2021-03-08,2021-12-12,FA,CE
2274,1262,2021-06-12,2021-04-09,2021-09-09,IN,CE
2275,1300,2021-02-21,2022-01-10,2022-04-17,RE,CE
2276,820,2020-10-16,2021-03-10,2022-04-11,FA,CE
2277,587,2022-02-27,2021-07-21,9999-12-31,RE,AB
2278,1213,2022-04-05,2021-05-08,9999-12-31,FA,AB
2279,252,2021-04-08,2022-01-12,9999-12-31,FA,AB
2280,1259,2021-12-21,2020-11-17,9999-12-31,RE,AB
2281,800,2021-12-26,2021-02-24,2021-06-18,RE,CE
2282,462,2021-11-22,2021-08-27,2022-06-04,FA,CE
2283,135,2021-11-15,2022-05-11,9999-12-31,RE,AB
2284,1151,2020-11-09,2022-03-03,2022-06-12,RE,CE
2285,786,2021-11-04,2021-01-19,2021-03-17,RE,CE
2286,38,2021-03-26,2021-12-02,2022-06-03,IN,CE
2287,1190,2021-02-21,2021-08-09,9999-12-31,FA,AB
2288,836,2020-11-09,2021-10-19,2021-12-25,IN,CE
2289,1081,2021-05-19,2021-12-24,9999-12-31,IN,AB
2290,49,2020-12-14,2021-03-15,2022-04-01,FA,CE
2291,1023,2021-11-01,2022-06-12,9999-12-31,IN,AB
2292,570,2021-09-27,2022-06-21,9999-12-31,RE,AB
2293,483,2022-07-04,2022-03-13,2022-05-01,RE,CE
2294,1098,2021-11-26,2022-04-12,9999-12-31,IN,AB
2295,1183,2021-12-02,2021-01-07,9999-12-31,IN,AB
2296,1209,2022-01-15,2021-08-12,9999-12-31,FA,AB
2297,496,2021-02-27,2022-03-09,2022-04-28,IN,CE
2298,175,2020-12-23,2021-05-10,9999-12-31,FA,AB
2299,1345,2021-11-07,2021-05-30,2021-06-05,FA,CE
2300,1487,2022-04-05,2021-06-25,9999-12-31,IN,AB
2301,1785,2020-11-06,2021-08-24,9999-12-31,RE,AB
2302,866,2021-08-12,2022-02-26,9999-12-31,RE,AB
2303,1045,2021-11-19,2021-11-22,2022-02-09,FA,CE
2304,1297,2022-01-13,2022-04-17,9999-12-31,IN,AB
2305,1583,2020-10-19,2021-11-26,2022-02-05,IN,CE
2306,734,2020-10-22,2021-03-13,2021-08-10,IN,CE
2307,583,2021-06-03,2021-06-13,9999-12-31,RE,AB
2308,1567,2021-12-06,2022-06-29,2022-06-29,RE,CE
2309,782,2022-02-24,2020-10-24,9999-12-31,FA,AB
2310,1259,2021-08-24,2021-08-15,9999-12-31,RE,AB
2311,1589,2022-03-16,2020-12-28,9999-12-31,IN,AB
2312,1128,2020-11-12,2022-06-27,9999-12-31,FA,AB
2313,1772,2022-04-08,2022-04-06,2022-07-03,RE,CE
2314,1482,2021-02-09,2022-06-30,9999-12-31,RE,AB
2315,1107,2021-12-12,2022-02-19,9999-12-31,FA,AB
2316,560,2021-03-07,2021-01-21,2022-05-31,FA,CE
2317,1380,2021-07-19,2020-12-15,2022-05-11,FA,CE
2318,1389,2021-11-21,2022-04-18,2022-06-17,RE,CE
2319,1950,2021-01-10,2021-10-12,9999-12-31,RE,AB
2320,922,2021-06-20,2021-02-07,9999-12-31,RE,AB
2321,1555,2021-04-25,2022-05-19,9999-12-31,RE,AB
2322,1843,2020-10-13,2022-01-05,2022-04-08,RE,CE
2323,234,2021-02-24,2021-11-11,2022-01-06,IN,CE
2324,1184,2021-07-27,2021-05-19,2021-06-07,FA,CE
2325,139,2022-01-31,2020-11-21,2021-03-28,RE,CE
2326,1368,2021-07-28,2021-07-10,9999-12-31,FA,AB
2327,1393,2020-12-04,2020-12-21,9999-12-31,IN,AB
2328,266,2021-10-04,2020-11-16,2021-08-27,IN,CE
2329,1680,2021-06-26,2022-04-24,2022-05-08,FA,CE
2330,561,2022-04-04,2021-07-22,9999-12-31,FA,AB
2331,1793,2021-10-26,2021-01-03,2021-09-21,FA,CE
2332,310,2021-08-15,2022-04-20,2022-06-11,RE,CE
2333,1677,2020-10-11,2021-10-31,2022-04-30,RE,CE
2334,1002,2021-03-19,2022-04-16,9999-12-31,IN,AB
2335,948,2020-10-22,2020-12-27,9999-12-31,IN,AB
2336,1639,2021-07-08,2021-06-15,2022-06-30,RE,CE
2337,138,2022-04-16,2022-02-07,2022-02-24,IN,CE
2338,436,2021-01-05,2021-06-06,9999-12-31,RE,AB
2339,607,2022-01-13,2022-02-24,2022-06-23,RE,CE
2340,20,2022-05-17,2021-11-20,9999-12-31,RE,AB
2341,1016,2022-02-15,2020-11-26,2021-01-04,FA,CE
2342,520,2020-10-30,2021-02-27,9999-12-31,IN,AB
2343,10,2022-02-17,2021-11-01,9999-12-31,FA,AB
2344,8,2021-05-30,2020-10-20,2021-12-15,RE,CE
2345,341,2021-07-05,2020-11-16,9999-12-31,FA,AB
2346,848,2021-03-26,2021-01-25,9999-12-31,RE,AB
2347,1139,2020-11-11,2021-01-04,2021-12-04,FA,CE
2348,1103,2022-03-21,2021-12-09,9999-12-31,RE,AB
2349,1396,2021-05-11,2020-12-21,2021-03-01,RE,CE
2350,213,2022-05-22,2021-06-19,2022-02-28,FA,CE
2351,913,2022-04-16,2021-12-03,9999-12-31,FA,AB
2352,667,2021-04-17,2022-02-25,2022-04-15,IN,CE
2353,171,2021-10-14,2021-01-27,2021-01-31,IN,CE
2354,137,2022-05-09,2022-05-13,2022-06-01,RE,CE
2355,90,2021-08-30,2022-04-23,2022-06-14,RE,CE
2356,1154,2022-03-11,2021-02-10,9999-12-31,IN,AB
2357,841,2021-09-13,2022-04-07,2022-06-09,IN,CE
2358,578,2021-07-10,2021-04-26,2022-06-03,FA,CE
2359,1617,2021-06-23,2021-08-26,9999-12-31,FA,AB
2360,1343,2022-05-30,2021-03-08,2021-09-28,IN,CE
2361,1275,2022-02-06,2022-01-16,2022-03-02,FA,CE
2362,1152,2021-11-11,2020-11-29,9999-12-31,FA,AB
2363,1389,2021-06-29,2022-06-19,9999-12-31,FA,AB
2364,1120,2021-12-25,2021-12-31,9999-12-31,IN,AB
2365,900,2021-04-07,2021-01-03,9999-12-31,RE,AB
2366,272,2021-03-22,2022-06-12,9999-12-31,FA,AB
2367,555,2022-02-06,2021-01-05,9999-12-31,FA,AB
2368,939,2021-05-06,2022-06-09,9999-12-31,IN,AB
2369,362,2022-04-29,2022-02-27,9999-12-31,IN,AB
2370,711,2021-02-09,2021-05-26,9999-12-31,FA,AB
2371,1899,2022-03-20,2021-10-10,2022-05-21,FA,CE
2372,1474,2021-09-29,2021-03-26,2022-06-26,FA,CE
2373,794,2022-03-31,2022-03-25,9999-12-31,RE,AB
2374,33,2020-11-11,2021-05-08,2022-01-11,RE,CE
2375,438,2021-07-08,2021-07-22,9999-12-31,FA,AB
2376,339,2021-03-06,2022-02-05,2022-06-24,IN,CE
2377,1602,2021-11-23,2021-04-20,9999-12-31,FA,AB
2378,952,2022-03-27,2021-09-27,9999-12-31,IN,AB
2379,705,2021-12-10,2021-08-19,9999-12-31,FA,AB
2380,96,2021-09-16,2020-10-13,9999-12-31,RE,AB
2381,731,2021-04-04,2022-01-27,9999-12-31,RE,AB
2382,803,2021-05-23,2021-01-07,2022-01-11,IN,CE
2383,330,2021-08-07,2022-03-01,2022-04-21,RE,CE
2384,868,2021-02-18,2020-11-18,9999-12-31,RE,AB
2385,208,2022-05-06,2021-11-21,9999-12-31,FA,AB
2386,1784,2020-10-12,2020-12-15,9999-12-31,IN,AB
2387,1528,2021-12-31,2021-10-06,2021-10-10,FA,CE
2388,983,2021-04-21,2022-04-24,2022-04-26,RE,CE
2389,1952,2022-05-25,2021-11-11,9999-12-31,FA,AB
2390,1163,2021-06-13,2020-12-09,2021-03-26,RE,CE
